AID	CLUSTER2	GSWGT1
98573920	1.81	1691.95
98573927	1.81	1691.95
98573941	1.89	2633.74
98573943	1.89	2157.97
98573948	1.89	2196.12
98573954	1.82	3553.42
98573955	1.82	2665.43
98573956	1.82	2617.42
98573958	1.82	3343.7
98573959	1.82	2921.45
98574009	1.66	708.99
98574017	1.65	3237.39
98574021	1.61	4854.17
98574034	1.67	1094.51
98574086	1.63	5510.7
98574106	1.66	3422.66
98574193	1.68	5696.28
98574202	1.66	560.32
98574218	1.65	2251.85
98574230	1.67	3345.75
98574296	1.68	5458.18
98574315	1.65	1679.63
98574339	1.67	6146.07
98574387	1.63	5032.73
98574399	1.68	6573.47
98574415	1.65	1679.63
98574485	1.63	5032.73
98574491	1.68	5271.27
98574498	1.68	1190.65
98574595	1.68	886.22
98574628	1.61	5770.63
98574636	1.67	6146.07
98574640	1.69	2419.15
98574727	1.61	5345.47
98574787	1.63	5360.35
98574806	1.66	6794.55
98574900	1.66	769.65
98574906	1.66	516.11
98574937	1.67	1009.41
98574941	1.69	4216.54
98575006	1.26	3659.69
98575036	1.27	1192.04
98575103	1.26	2353.84
98575107	1.26	2367.72
98575113	1.25	3547.85
98575122	1.21	2156.39
98575128	1.21	2938.58
98575150	1.22	4644.58
98575157	1.22	4444.63
98575165	1.24	3286.99
98575175	1.3	4065.54
98575180	1.23	4501.83
98575190	1.28	1384.47
98575197	1.28	3119.82
98575203	1.26	2278.51
98575204	1.26	2278.51
98575220	1.21	1291.76
98575228	1.21	1400.37
98575246	1.29	574.25
98575256	1.22	2591.84
98575260	1.24	3796.13
98575294	1.28	1895.91
98575302	1.26	3244.2
98575307	1.26	2681.65
98575317	1.25	3892.14
98575323	1.21	4424.35
98575331	1.27	3160.73
98575355	1.22	2310.08
98575360	1.24	3350.22
98575368	1.24	3115.32
98575384	1.23	4501.83
98575386	1.23	1269.97
98575403	1.26	3659.69
98575404	1.26	2367.72
98575527	1.21	1583.84
98575623	1.21	3010.97
98575676	1.3	3271.67
98575808	1.26	2954.16
98575822	1.21	1302.24
98575874	1.3	2257.28
98575902	1.26	2367.72
98575918	1.25	2442.46
98575940	1.29	1203.83
98575942	1.29	1430.89
98575946	1.29	1203.83
98575948	1.29	1201.47
98575954	1.22	2123.6
98575967	1.24	3335.28
98575980	1.23	3515.29
98575989	1.23	2403.99
98576010	1.75	4080.54
98576059	1.72	3314.49
98576062	1.74	2438.84
98576112	1.75	3685.29
98576118	1.75	3685.29
98576136	1.77	2862.75
98576169	1.74	3797.79
98576193	1.78	311.18
98576194	1.78	442.51
98576215	1.75	2577.01
98576244	1.79	2366.05
98576250	1.72	3479.97
98576261	1.74	2438.84
98576283	1.73	3558.34
98576313	1.75	3535.21
98576335	1.77	2862.75
98576339	1.77	3277.51
98576346	1.79	1775.13
98576348	1.79	2366.05
98576369	1.74	3797.79
98576416	1.75	2673.69
98576421	1.71	3227.22
98576441	1.79	1440.88
98576467	1.74	2675.37
98576509	1.76	3145.51
98576545	1.79	1952.92
98576596	1.78	3588.13
98576600	1.76	3661.08
98576631	1.77	2918.47
98576637	1.77	2952.61
98576668	1.74	3336.28
98576688	1.73	3558.34
98576799	1.78	532.54
98576930	1.77	3131.25
98576946	1.79	1952.92
98576952	1.72	3315.23
98576959	1.72	3450.7
98576964	1.74	3797.79
98576996	1.78	3498.45
98577013	1.95	4763.7
98577061	1.94	4465.41
98577088	1.93	3464.99
98577114	1.95	4665.58
98577151	1.92	3018.85
98577161	1.94	3277
98577162	1.94	4465.41
98577165	1.94	3277
98577169	1.94	4078.9
98577181	1.93	4601.06
98577184	1.93	3623.21
98577217	1.95	4173.83
98577220	1.91	941.36
98577226	1.91	2492.18
98577252	1.92	3594.71
98577259	1.92	3018.85
98577266	1.94	3112.42
98577310	1.95	3113.22
98577324	1.91	757.57
98577327	1.91	770.96
98577328	1.91	940.39
98577480	1.93	2780.03
98577484	1.93	5040.38
98577587	1.93	3997.33
98577923	1.91	1387.53
98577924	1.91	600.09
98577925	1.91	2492.18
98577954	1.92	3673.94
98577986	1.93	5040.38
98578043	1.59	4312.88
98578079	1.6	10641.43
98578080	1.53	729.53
98578101	1.56	1267.47
98578198	1.58	3495.68
98578207	1.56	3616.26
98578267	1.54	3977.42
98578291	1.58	3704.7
98578299	1.58	2991.85
98578308	1.56	3588.63
98578316	1.55	1658.32
98578330	1.57	3436.3
98578334	1.57	3992.02
98578346	1.59	4374.33
98578348	1.59	4845.47
98578380	1.53	925.83
98578381	1.53	2848.72
98578397	1.58	5165.61
98578417	1.55	964.34
98578432	1.57	3203.99
98578434	1.57	3203.99
98578438	1.57	3992.02
98578448	1.59	5987.6
98578465	1.54	5625.23
98578495	1.58	2991.85
98578504	1.56	940.3
98578548	1.59	4845.47
98578582	1.53	2572.87
98578604	1.56	2504.19
98578606	1.56	3588.63
98578665	1.54	2936.94
98578692	1.58	5165.61
98578723	1.51	5497.06
98578747	1.59	5313.05
98578767	1.54	2782.63
98578782	1.53	791.56
98578828	1.51	4410.42
98578862	1.54	5213.59
98578929	1.51	4192.97
98578943	1.59	5313.05
98578980	1.53	2848.72
98578996	1.58	2991.85
98579230	1.07	2778.89
98579231	1.07	2064.29
98579235	1.07	4701.41
98579239	1.07	3496.73
98579373	1.1	2457.52
98579930	1.07	2629.18
98579933	1.07	4476.86
98579937	1.07	3496.73
98579938	1.07	3318.29
98579939	1.07	4701.41
98579940	1.09	2029
98579945	1.09	2539.76
98579948	1.09	2411.71
98579952	1.02	5475.94
98579953	1.02	8966.65
98579954	1.02	8153.15
98579955	1.02	9955.18
98579957	1.02	8011.52
98579960	1.04	1989.5
98579963	1.04	2598.42
98579966	1.04	2096.83
98579967	1.04	2652.3
98579968	1.04	1792.42
98579969	1.04	2495.77
98579976	1.1	8164.99
98579979	1.1	4769.95
98579991	1.08	3166.45
98579997	1.08	3027.3
98579998	1.08	3035.6
98606027	3.71	3282.91
98606129	3.71	3282.91
98606428	3.71	3282.91
98606822	3.71	513.65
98606929	3.71	3075.65
98608270	3.6	5179.85
98608876	3.6	5179.85
98614976	3.7	3100.27
98619063	3.04	5157.73
98619068	3.04	3276.66
98619162	3.04	3936.25
98619360	3.04	3936.25
98619368	3.04	2662.35
98619466	3.04	5627.18
98619963	3.04	3936.25
98619965	3.04	3936.25
98619967	3.04	4642.8
98636252	3.72	3210.59
98636350	3.72	449.7
98646328	3.71	3201.06
98646329	3.71	3075.65
98676026	3.71	3075.65
98676254	3.72	2750.72
98676352	3.72	3242.85
98676426	3.71	369.12
98676651	3.72	3242.85
98676655	3.72	3176.3
98676853	3.72	3242.85
98676922	3.71	2832.61
98678072	3.6	4344.82
98678179	3.6	4063.41
98710078	2.5	5340.14
98710134	2.47	4628.18
98710135	2.47	5729.8
98710156	2.42	3423.19
98710175	2.5	7397.64
98710195	2.48	4225.37
98710250	2.42	3423.19
98710282	2.43	3637.8
98710285	2.43	3300.9
98710286	2.43	777.29
98710291	2.48	4400.12
98710292	2.48	4225.37
98710293	2.48	4126.94
98710338	2.47	4628.18
98710650	2.42	5879.87
98710672	2.5	5340.14
98710776	2.5	5340.14
98710855	2.42	5879.87
98710858	2.42	4546.68
98710913	2.45	2470.51
98710933	2.47	5431.51
98710977	2.5	6540.62
98710991	2.48	4126.94
98711077	2.4	4137.01
98711165	2.34	3396.21
98711177	2.4	3101.23
98711277	2.4	2852.34
98711367	2.34	4390.36
98712147	2.19	6322.35
98712214	2.15	3394.8
98712216	2.15	5583.85
98712218	2.15	5226.81
98712247	2.19	1298.27
98712295	2.18	2851.85
98712941	2.19	1168.53
98712942	2.19	6322.35
98712973	2.2	5390.29
98712976	2.2	3932.37
98713033	2.87	4236.61
98713101	2.86	6022.22
98713204	2.86	545.68
98713391	2.88	3960.87
98713393	2.88	4321.28
98713806	2.86	387.17
98713992	2.88	2241.54
98714018	2.65	10066.31
98714025	2.61	5297.93
98714084	2.63	5039.48
98714097	2.68	5280.8
98714146	2.69	3881.53
98714147	2.69	4639.25
98714198	2.68	2951.13
98714230	2.67	4160.71
98714242	2.69	3168.94
98714282	2.63	5877.25
98714289	2.63	5877.25
98714312	2.65	14025.28
98714325	2.61	2150.89
98714380	2.63	5039.48
98714481	2.63	5877.25
98714888	2.63	5021.91
98714925	2.61	5137.23
98714928	2.61	5297.93
98714991	2.68	6722.17
98715023	2.21	1209.64
98715097	2.28	4094.34
98715191	2.28	4094.34
98715250	2.22	2275.86
98715256	2.22	1087.75
98715258	2.22	1094.69
98715259	2.22	2537.68
98715263	2.24	6931.48
98715955	2.22	1436.32
98715960	2.24	4208.26
98715980	2.23	2238.8
98715983	2.23	3476
98715986	2.23	2238.8
98715994	2.28	4221.15
98716010	2.75	4883.74
98716054	2.72	3451.1
98716066	2.74	4469.22
98716117	2.75	3886.36
98716165	2.74	4469.22
98716167	2.74	2846.17
98716229	2.71	2338.53
98716251	2.72	2611
98716314	2.75	3886.36
98716318	2.75	3886.36
98716332	2.77	4802.51
98716386	2.73	5124.74
98716390	2.78	870.03
98716423	2.71	2338.53
98716425	2.71	3531.57
98716467	2.74	2975.74
98716827	2.71	2793.12
98716897	2.78	741.98
98716975	2.8	256.06
98716976	2.8	477.96
98716978	2.8	479.18
98717152	2.92	5917.47
98717163	2.94	5148.02
98717259	2.92	5136.78
98717263	2.94	1269.56
98717358	2.92	5917.47
98717960	2.94	2257.36
98718017	2.55	5682.09
98718086	2.53	3410.26
98718108	2.56	814.03
98718112	2.55	2199.48
98718119	2.55	5991.12
98718174	2.6	5394.33
98718202	2.56	5749.07
98718204	2.56	1006.35
98718206	2.56	1067.49
98718248	2.59	5717.87
98718261	2.54	3231.67
98718269	2.54	4072.98
98718270	2.6	6042.85
98718293	2.58	3379.4
98718297	2.58	3379.4
98718316	2.55	2199.48
98718369	2.54	3231.67
98718821	2.51	6230.86
98718910	2.55	3819.49
98718912	2.55	955.18
98718918	2.55	5682.09
98718974	2.6	7040.23
98718987	2.53	4473.31
98718989	2.53	957.2
98718998	2.58	3395.58
98719270	2.1	8119.32
98719277	2.1	8119.32
98719932	2.07	1508.61
98719935	2.07	1508.61
99316152	4.72	3734.7
99316356	4.72	3663.66
99316951	4.72	4471.76
99316952	4.72	4011.55
99374970	4.7	2495.91
99374972	4.7	2250.11
99374973	4.7	2250.11
99374974	4.7	2495.91
99374978	4.7	2440.37
99500010	1.45	630.15
99500087	1.43	3961.87
99500115	1.45	3939.94
99500139	1.47	3883.57
99500183	1.43	4680.53
99500228	1.41	2965.8
99500238	1.47	3650.16
99500253	1.42	3576.54
99500257	1.42	3033.33
99500276	1.5	3828.84
99500417	1.45	626.73
99500530	1.47	3346.39
99500554	1.42	3845.75
99500813	1.45	6833.94
99500857	1.42	3034.01
99503034	1.87	3119.66
99503707	1.86	3191.47
99503801	1.86	2915.05
99503838	1.87	4406.55
99504049	1.69	3912.66
99504083	1.63	5032.73
99504100	1.66	516.11
99504105	1.66	769.65
99504144	1.69	4216.54
99504205	1.66	740.08
99504206	1.66	1222.67
99504222	1.61	5770.63
99504246	1.69	4216.54
99504420	1.61	8057.54
99504424	1.61	5264.06
99504506	1.66	497.86
99504520	1.61	5345.47
99504525	1.61	5809.06
99504703	1.66	711.08
99504720	1.61	5345.47
99504841	1.69	4611.62
99504849	1.69	3912.66
99504905	1.66	497.86
99504908	1.66	497.86
99504999	1.68	4308.67
99506026	1.71	2177.18
99506149	1.79	1562.55
99506170	1.8	3253.74
99506263	1.74	2667.17
99506266	1.74	3418.91
99506342	1.79	1562.55
99506360	1.74	3797.79
99506373	1.8	5091.92
99506423	1.71	2105.18
99506487	1.73	4032.84
99506495	1.78	532.54
99506578	1.8	5091.92
99506681	1.73	3454.4
99506905	1.76	2882.42
99506935	1.77	2811.92
99506981	1.73	3016.92
99507018	1.95	5078.51
99507057	1.92	3673.94
99507059	1.92	2824.45
99507351	1.92	3607.31
99507353	1.92	3018.85
99507853	1.92	3172.27
99507857	1.92	3333.18
99507859	1.92	3594.71
99507981	1.93	3454.51
99507986	1.93	3997.33
99508077	1.6	10641.43
99508120	1.51	5497.06
99508134	1.57	3164.55
99508271	1.6	10641.43
99508327	1.51	4410.42
99508430	1.57	3164.55
99508525	1.51	578.06
99508537	1.57	2725.66
99508568	1.54	2523.94
99508721	1.51	4410.42
99508738	1.57	3203.99
99508822	1.51	5497.06
99508928	1.51	3476.69
99540556	1.42	2768.5
99540851	1.42	3450.62
99540917	1.45	4024.26
99543209	1.86	6265.73
99543509	1.86	3191.47
99543908	1.86	3191.47
99544087	1.63	6567.07
99544202	1.66	711.08
99544305	1.66	3422.66
99544902	1.66	3692.64
99546678	1.8	3785.2
99548171	1.6	13164.54
99570022	1.41	2056.12
99570029	1.41	1617.99
99570091	1.48	3710.46
99570123	1.41	2428.02
99570170	1.5	721.98
99570176	1.5	4557.61
99570192	1.48	4985.15
99570327	1.41	1743.07
99570378	1.5	3436.16
99570390	1.48	2907.43
99570393	1.48	3607.86
99570398	1.48	4641.22
99570450	1.42	3450.62
99570496	1.48	3566.72
99570527	1.41	2056.12
99570679	1.5	3436.16
99570683	1.43	4680.53
99570695	1.48	4985.15
99570725	1.41	1900.26
99570726	1.41	678.98
99570850	1.42	3385.85
99570879	1.5	3698.1
99570891	1.48	2907.43
99570896	1.48	3113.21
99570920	1.41	2821.17
99570975	1.5	5964.89
99570997	1.48	3113.21
99571004	1.36	2268.43
99571065	1.34	3655.46
99571068	1.34	3933.9
99571101	1.36	2268.43
99571111	1.35	4183.26
99571157	1.32	7001.44
99571170	1.4	2270.37
99571179	1.4	1490.58
99571202	1.36	2268.43
99571215	1.35	2870.68
99571216	1.35	2434.09
99571263	1.34	4058.89
99571273	1.4	5783.59
99571301	1.36	1577.88
99571303	1.36	2190.55
99571313	1.35	3222.58
99571314	1.35	2586.52
99571316	1.35	2914.61
99571319	1.35	3287.95
99571353	1.32	10692.7
99571356	1.32	6493.49
99571369	1.34	3834.65
99571375	1.4	2999.3
99571401	1.36	1980.54
99571415	1.35	3222.58
99571419	1.35	2214.36
99571478	1.4	1427.36
99571500	1.36	2268.43
99571606	1.36	2566.44
99571660	1.34	3834.65
99571664	1.34	3655.46
99571667	1.34	3834.65
99571675	1.4	973.17
99571762	1.34	952.34
99571818	1.35	2586.52
99571916	1.35	2214.36
99571950	1.32	10692.7
99571970	1.4	748.74
99572042	1.19	3958.09
99572069	1.14	3786.96
99572110	1.15	3512.93
99572178	1.2	3935.93
99572214	1.15	3934.68
99572216	1.15	3512.93
99572221	1.11	1206.7
99572224	1.11	1971.45
99572227	1.11	1862.12
99572228	1.11	1971.45
99572229	1.11	2011.57
99572263	1.14	3643.93
99572272	1.2	2032.29
99572277	1.2	3145.84
99572280	1.13	1354.98
99572283	1.13	843.66
99572288	1.13	494.37
99572290	1.18	2758.37
99572293	1.18	1572.89
99572304	1.16	3839.36
99572317	1.15	3031.73
99572321	1.11	1393.35
99572326	1.11	1615.13
99572347	1.19	3345.36
99572367	1.14	3732.59
99572380	1.13	885.73
99572383	1.13	1332.61
99572384	1.13	1135.12
99572386	1.13	694.52
99572389	1.13	1135.12
99572392	1.18	2758.37
99572397	1.18	1572.89
99572465	1.14	3461.81
99572467	1.14	3690.54
99572472	1.2	5864.01
99572562	1.14	3732.59
99572569	1.14	3226.86
99572643	1.19	3958.09
99572662	1.14	3461.81
99572875	1.2	2579.58
99572919	1.15	3845.59
99572924	1.11	1078.16
99572925	1.11	1339.73
99572928	1.11	1393.35
99572929	1.11	1862.12
99572944	1.19	3345.36
99572962	1.14	3833.26
99572971	1.2	5864.01
99572972	1.2	2896.21
99572975	1.2	4273.79
99572983	1.13	1436.07
99572984	1.13	1087.67
99572986	1.13	767.53
99572988	1.13	756.08
99572990	1.18	2318.56
99573014	1.85	2294.64
99573036	1.87	3134.3
99573038	1.87	5703.34
99573090	1.88	3532.37
99573116	1.85	1662.9
99573216	1.85	1435.93
99573251	1.82	2665.43
99573253	1.82	3243.53
99573254	1.82	2656.4
99573257	1.82	2401.38
99573258	1.82	2921.45
99573295	1.88	7085.33
99573314	1.85	1891.04
99573316	1.85	3210.21
99573324	1.81	6084.12
99573328	1.81	6085.47
99573394	1.88	4224.91
99573433	1.87	645.58
99573619	1.85	2110.47
99573637	1.87	2614.54
99573691	1.88	4493.6
99573692	1.88	4072.59
99573812	1.85	1799.06
99573817	1.85	2008.84
99573898	1.88	3532.37
99573900	1.86	6265.73
99573916	1.85	2110.47
99573921	1.81	6085.47
99573923	1.81	1691.95
99573940	1.89	2215.8
99573943	1.89	2163.89
99573944	1.89	2681.51
99573947	1.89	2773.58
99573948	1.89	2163.89
99573951	1.82	3343.7
99573952	1.82	2671.27
99573953	1.82	2617.42
99573955	1.82	2401.38
99573956	1.82	2656.4
99573957	1.82	3343.7
99573958	1.82	2610.26
99573959	1.82	2610.26
99573992	1.88	4224.91
99573998	1.88	7085.33
99573999	1.88	4493.6
99574097	1.68	4138.7
99574116	1.65	1910.06
99574118	1.65	1125.37
99574130	1.67	1744.75
99574137	1.67	3676.49
99574199	1.68	4308.67
99574211	1.65	3237.39
99574339	1.67	6098.24
99574391	1.68	4468.39
99574415	1.65	3672.75
99574437	1.67	2763.39
99574499	1.68	4468.39
99574538	1.67	2763.39
99574615	1.65	2893.23
99574619	1.65	1057.18
99574644	1.69	3912.66
99574686	1.63	5360.35
99574729	1.61	5770.63
99574749	1.69	5633.27
99574804	1.66	350.12
99574808	1.66	497.86
99574899	1.68	5303.45
99574912	1.65	1679.63
99574996	1.68	3903.75
99575001	1.26	2681.65
99575013	1.25	3892.14
99575014	1.25	4250.25
99575018	1.25	3547.85
99575019	1.25	2957.77
99575031	1.27	2303.83
99575034	1.27	3160.73
99575038	1.27	2219.94
99575068	1.24	3115.32
99575081	1.23	3090.9
99575082	1.23	2403.99
99575087	1.23	2403.99
99575090	1.28	2664.6
99575096	1.28	2589.61
99575118	1.25	4163.67
99575130	1.27	2900.7
99575131	1.27	2135.5
99575134	1.27	2219.94
99575153	1.22	4535.87
99575154	1.22	2123.6
99575157	1.22	2352.74
99575179	1.3	5411.94
99575185	1.23	3090.9
99575186	1.23	3090.9
99575216	1.25	4250.25
99575236	1.27	2717.84
99575237	1.27	2219.94
99575240	1.29	903.05
99575242	1.29	912.55
99575245	1.29	886.11
99575248	1.29	1201.47
99575253	1.22	4444.63
99575259	1.22	4444.63
99575260	1.24	3350.22
99575291	1.28	2720.65
99575305	1.26	2391.79
99575329	1.21	3010.97
99575335	1.27	2390.05
99575381	1.23	2975.54
99575400	1.26	3244.2
99575405	1.26	2681.65
99575470	1.3	2257.28
99575473	1.3	4065.54
99575529	1.21	1003.22
99575579	1.3	1784.07
99575621	1.21	1397.77
99575626	1.21	4424.35
99575672	1.3	4065.38
99575801	1.26	1503.63
99575805	1.26	3659.69
99575871	1.3	2730.83
99575879	1.3	1784.07
99575903	1.26	1915.93
99575906	1.26	2278.51
99575909	1.26	1503.63
99575930	1.27	4045.93
99575940	1.29	798.43
99575941	1.29	1096.11
99575943	1.29	1601.38
99575946	1.29	1093.11
99575947	1.29	1083.72
99575948	1.29	721.63
99575949	1.29	1223.43
99575993	1.28	3119.82
99576001	1.76	2882.42
99576007	1.76	2562.93
99576009	1.76	3661.08
99576011	1.75	2673.69
99576055	1.72	4895.35
99576112	1.75	2673.69
99576146	1.79	1562.55
99576168	1.74	3418.91
99576206	1.76	3661.08
99576262	1.74	2566.81
99576324	1.71	2785.92
99576343	1.79	1691.16
99576347	1.79	1562.55
99576364	1.74	2901.48
99576456	1.72	4895.35
99576466	1.74	2438.84
99576504	1.76	3026.4
99576542	1.79	1695.3
99576544	1.79	2059.82
99576578	1.8	4097.83
99576580	1.73	4032.84
99576581	1.73	4057.09
99576589	1.73	7072.93
99576705	1.76	2562.93
99576818	1.75	3685.29
99576843	1.79	1691.16
99576906	1.76	3026.4
99576912	1.75	2577.01
99576925	1.71	3227.22
99576938	1.77	3131.25
99576944	1.79	1775.13
99576947	1.79	1695.3
99576968	1.74	3418.91
99576983	1.73	3057.21
99577050	1.92	3018.85
99577113	1.95	7354.08
99577120	1.91	2260.99
99577121	1.91	553.34
99577123	1.91	1387.53
99577127	1.91	969.15
99577152	1.92	3594.71
99577228	1.91	1499.57
99577229	1.91	1705.94
99577250	1.92	3607.31
99577265	1.94	3112.42
99577285	1.93	3497.96
99577322	1.91	1400.09
99577358	1.92	2824.45
99577360	1.94	4078.9
99577480	1.93	4601.06
99577517	1.95	4665.58
99577550	1.92	3607.31
99577558	1.92	3018.85
99577589	1.93	3623.21
99577655	1.92	3673.94
99577658	1.92	4103.59
99577686	1.93	3464.99
99577812	1.95	4123.86
99577882	1.93	3497.96
99577920	1.91	757.57
99577923	1.91	941.36
99577928	1.91	1308.28
99577988	1.93	3997.33
99578019	1.55	2276.88
99578029	1.51	657.92
99578031	1.57	4448.1
99578109	1.56	2576.28
99578113	1.55	5767.74
99578127	1.51	5210.44
99578161	1.54	652.57
99578203	1.56	3616.26
99578226	1.51	5877.56
99578289	1.53	2848.72
99578303	1.56	1267.47
99578312	1.55	5202.96
99578329	1.51	5497.06
99578348	1.59	4312.88
99578360	1.54	3863.48
99578365	1.54	1805.21
99578414	1.55	5767.74
99578423	1.51	5877.56
99578424	1.51	3127.5
99578495	1.58	3704.7
99578505	1.56	3708.08
99578510	1.55	3306.44
99578516	1.55	3597.1
99578522	1.51	3127.5
99578529	1.51	3476.69
99578580	1.53	2572.87
99578591	1.58	3704.7
99578595	1.58	3285.19
99578611	1.55	5162.93
99578626	1.51	3477.46
99578642	1.59	3679.86
99578693	1.58	3103.68
99578729	1.51	578.06
99578741	1.59	4312.88
99578742	1.59	4374.33
99578762	1.54	3863.48
99578784	1.53	2967.08
99578806	1.56	938.22
99578809	1.56	2504.19
99578829	1.51	578.06
99578933	1.57	3203.99
99578941	1.59	4438.38
99578944	1.59	5987.6
99579173	1.1	2457.52
99579176	1.1	5382.71
99579233	1.07	2460.95
99579238	1.07	4476.86
99579239	1.07	2631.66
99579241	1.09	2200.01
99579242	1.09	2025.02
99579243	1.09	2411.71
99579249	1.09	2539.76
99579262	1.04	1993.86
99579263	1.04	2091.1
99579264	1.04	1989.5
99579266	1.04	2360.54
99579269	1.04	2598.42
99579270	1.1	6830.8
99579273	1.1	5214.17
99579277	1.1	5214.17
99579278	1.1	4769.95
99579291	1.08	2375.17
99579294	1.08	2139.87
99579295	1.08	3388.22
99579298	1.08	2375.17
99579335	1.07	3318.29
99579337	1.07	2226.83
99579931	1.07	4476.86
99579933	1.07	2585.39
99579939	1.07	2631.66
99579947	1.09	1824.01
99579952	1.02	6687.75
99579954	1.02	8842.56
99579956	1.02	8011.52
99579961	1.04	1989.5
99579964	1.04	2096.83
99579966	1.04	2096.83
99579968	1.04	2652.3
99579977	1.1	5382.71
99579979	1.1	5214.17
99579981	1.03	3839.19
99579987	1.03	3839.19
99579988	1.03	3461.1
99579993	1.08	2829.35
99579995	1.08	2139.87
99579997	1.08	3166.45
99579998	1.08	3080.82
99590150	1.42	3589.15
99590351	1.42	3033.33
99606925	3.71	3146.17
99608179	3.6	3250.46
99608876	3.6	3250.46
99614073	3.7	3711.49
99614075	3.7	3100.27
99614278	3.7	3287.26
99614475	3.7	932.86
99614970	3.7	4176.67
99614971	3.7	3287.26
99619160	3.04	6211.16
99619261	3.04	5997.61
99619363	3.04	4961.85
99619364	3.04	6460.64
99619460	3.04	4641.77
99619464	3.04	5997.61
99619465	3.04	5627.18
99619860	3.04	6211.16
99619961	3.04	4641.77
99619966	3.04	5314.58
99636259	3.72	3210.59
99636350	3.72	3968.75
99646121	3.71	4178.43
99646126	3.71	4246.14
99676124	3.71	3346.43
99676125	3.71	4178.43
99676126	3.71	4198.38
99676320	3.71	4178.43
99676357	3.72	3242.85
99676626	3.71	3282.91
99676658	3.72	2434.53
99676851	3.72	3210.59
99676853	3.72	2443.23
99678179	3.6	3250.46
99678576	3.6	4063.41
99678670	3.6	4063.41
99678677	3.6	4364.49
99678877	3.6	4364.49
99678978	3.6	4656.71
99710010	2.45	6093.35
99710018	2.45	4496.23
99710038	2.47	5431.51
99710050	2.42	5944.53
99710074	2.5	7397.64
99710084	2.43	1205.05
99710096	2.48	4225.37
99710181	2.43	6049.52
99710187	2.43	1129.2
99710193	2.48	4400.12
99710272	2.5	5340.14
99710283	2.43	3300.9
99710298	2.48	4126.94
99710315	2.45	4454.5
99710319	2.45	3442.13
99710551	2.42	4299.11
99710689	2.43	6298.13
99710774	2.5	6540.62
99710856	2.42	4299.11
99710878	2.5	6138.46
99710882	2.43	5230.31
99710988	2.43	6298.13
99711172	2.4	4519.55
99711176	2.4	2538.01
99711177	2.4	694.15
99711362	2.34	4390.36
99712041	2.19	6322.35
99712172	2.2	4414.49
99712176	2.2	3932.37
99712210	2.15	5226.81
99712216	2.15	5583.85
99712217	2.15	5226.81
99712218	2.15	3394.8
99712240	2.19	6036.9
99712242	2.19	8983.08
99712274	2.2	4414.49
99712371	2.2	2542.11
99712390	2.18	3233.01
99712394	2.18	2636.15
99712901	2.16	18385.49
99712902	2.16	16097.35
99712905	2.16	18385.49
99712907	2.16	17458.5
99713094	2.88	4471.2
99713134	2.87	3913.67
99713197	2.88	3892.53
99713290	2.88	4471.2
99713300	2.86	571.18
99713392	2.88	4321.28
99713400	2.86	473.64
99713501	2.86	4365.64
99713934	2.87	3721.03
99713999	2.88	3960.87
99714126	2.61	4776.18
99714185	2.63	5021.91
99714324	2.61	4776.18
99714346	2.69	4333.12
99714387	2.63	5877.25
99714927	2.61	4776.18
99714938	2.67	1416.16
99714942	2.69	3168.94
99714995	2.68	2951.13
99715029	2.21	3597.74
99715095	2.28	2935.37
99715196	2.28	583.04
99715251	2.22	1712.06
99715253	2.22	1712.06
99715258	2.22	3423.33
99715268	2.24	6931.48
99715286	2.23	3476
99715350	2.22	1042.11
99715352	2.22	2800.29
99715357	2.22	2800.29
99715358	2.22	1042.11
99715360	2.24	6268.13
99715365	2.24	4208.26
99715823	2.21	1209.64
99715931	2.27	5773.31
99715932	2.27	7007.78
99715933	2.27	6317.64
99715934	2.27	7007.78
99715935	2.27	6317.64
99715936	2.27	6317.64
99715938	2.27	6079.86
99715939	2.27	4035.47
99715954	2.22	1142.44
99715957	2.22	1373.62
99715958	2.22	1712.06
99715985	2.23	2238.8
99716062	2.74	2846.17
99716092	2.78	2734.24
99716186	2.73	5303.54
99716235	2.77	4802.51
99716258	2.72	3782.66
99716285	2.73	5124.74
99716352	2.72	2611
99716360	2.74	2975.74
99716369	2.74	3105.89
99716396	2.78	870.03
99716629	2.71	2793.12
99716892	2.78	741.98
99716901	2.76	3258.48
99716902	2.76	3347.8
99716903	2.76	3347.8
99716905	2.76	3713.51
99716929	2.71	2793.12
99716958	2.72	2611
99716970	2.8	444.66
99716971	2.8	444.66
99716977	2.8	479.18
99716979	2.8	490.05
99716994	2.78	1928.27
99717064	2.94	4728.13
99717365	2.94	5576.55
99717366	2.94	4438.4
99717858	2.92	5136.78
99717861	2.94	3211.29
99717911	2.95	4740.3
99717915	2.95	4739.63
99717916	2.95	4991.29
99717917	2.95	4739.63
99717919	2.95	4740.3
99718007	2.56	1197.53
99718014	2.55	3586.02
99718015	2.55	3586.02
99718016	2.55	2199.48
99718018	2.55	2199.48
99718041	2.59	5471.82
99718043	2.59	5471.82
99718088	2.53	802.16
99718103	2.56	1067.49
99718104	2.56	1067.49
99718128	2.51	6131.38
99718129	2.51	6499.42
99718207	2.56	2464.28
99718214	2.55	3586.02
99718222	2.51	7568.73
99718260	2.54	3227.33
99718303	2.56	2738.74
99718305	2.56	1067.49
99718310	2.55	2568.03
99718363	2.54	3657.42
99718423	2.51	1177.02
99718829	2.51	6131.38
99718845	2.59	5471.82
99718889	2.53	4202.33
