AID	CLUSTER2	GSWGT1
93570929	1.41	1617.63
93570939	1.47	3346.39
93571010	1.35	2214.36
93571016	1.35	2914.61
93571060	1.34	4821.83
93571065	1.34	6660.68
93571066	1.34	3548.91
93571114	1.35	2586.52
93571153	1.32	10692.7
93571205	1.36	2027.37
93571216	1.35	2214.36
93571301	1.36	2063.16
93571350	1.32	6493.49
93571366	1.34	3933.9
93571452	1.32	6493.49
93571469	1.34	3655.46
93571474	1.4	2999.97
93571475	1.4	1316.77
93571506	1.36	2268.43
93571602	1.36	609.02
93571707	1.36	1668.33
93571765	1.34	6660.68
93571769	1.34	3655.46
93571806	1.36	1577.88
93571857	1.32	7001.44
93571862	1.34	3655.46
93571911	1.35	2712.98
93572076	1.2	3351.76
93572102	1.16	4242.6
93572115	1.15	3031.73
93572118	1.15	3400.52
93572140	1.19	3345.36
93572146	1.19	3958.09
93572164	1.14	3833.26
93572169	1.14	3833.26
93572194	1.18	1627.36
93572199	1.18	2318.56
93572200	1.16	4452.79
93572215	1.15	3934.68
93572225	1.11	1464.74
93572227	1.11	1078.16
93572242	1.19	3981.58
93572261	1.14	2901.57
93572276	1.2	3987.08
93572283	1.13	1146.16
93572284	1.13	1006.77
93572286	1.13	843.66
93572287	1.13	1332.61
93572288	1.13	1436.07
93572290	1.18	1344.97
93572322	1.11	1045.16
93572342	1.19	4258.76
93572346	1.19	3187.51
93572363	1.14	3462.31
93572365	1.14	2901.57
93572369	1.14	3732.59
93572371	1.2	3082.51
93572376	1.2	2896.21
93572380	1.13	494.37
93572383	1.13	1087.67
93572388	1.13	885.73
93572389	1.13	816.72
93572390	1.18	2758.37
93572391	1.18	1586.16
93572393	1.18	2506.01
93572443	1.19	1098.5
93572448	1.19	3981.58
93572462	1.14	3786.96
93572668	1.14	2901.57
93572802	1.16	3735.94
93572803	1.16	4452.79
93572804	1.16	4452.79
93572808	1.16	3898.17
93572864	1.14	2960.99
93572910	1.15	3691.07
93572916	1.15	3934.68
93572922	1.11	2498.22
93572941	1.19	4258.76
93572948	1.19	3981.58
93572964	1.14	3643.93
93572971	1.2	3374.89
93572975	1.2	1568.72
93572977	1.2	1443.11
93572986	1.13	731.72
93572988	1.13	1146.16
93572993	1.18	1572.89
93573039	1.87	3119.66
93573115	1.85	1662.9
93573118	1.85	2008.84
93573138	1.87	4163.61
93573190	1.88	3834.18
93573223	1.81	1691.95
93573229	1.81	3178.29
93573299	1.88	3834.18
93573313	1.85	1662.9
93573326	1.81	1691.95
93573327	1.81	3829.01
93573336	1.87	2614.54
93573496	1.88	4493.6
93573610	1.85	1577.24
93573618	1.85	2294.64
93573631	1.87	645.58
93573639	1.87	3134.3
93573694	1.88	3404.88
93573699	1.88	3307.64
93573916	1.85	3210.21
93573922	1.81	3178.29
93573923	1.81	6085.47
93573933	1.87	3134.3
93573940	1.89	2210.96
93573942	1.89	2196.12
93573945	1.89	2415.24
93573949	1.89	2415.24
93573950	1.82	3343.7
93573951	1.82	2617.42
93573959	1.82	2921.45
93573994	1.88	4493.6
93573999	1.88	4564.86
93574023	1.61	903.81
93574088	1.63	5917.64
93574109	1.66	560.32
93574140	1.69	4611.62
93574203	1.66	880.8
93574235	1.67	3345.75
93574247	1.69	3291.58
93574299	1.68	5271.27
93574300	1.66	5257.45
93574305	1.66	704.08
93574336	1.67	2762.77
93574426	1.61	4854.17
93574434	1.67	3841.38
93574441	1.69	5633.27
93574494	1.68	4441.25
93574504	1.66	601.97
93574520	1.61	4784.32
93574605	1.66	2468.63
93574606	1.66	497.86
93574632	1.67	1236.28
93574688	1.63	5901.99
93574705	1.66	3923.06
93574787	1.63	5917.64
93574791	1.68	5158.42
93574818	1.65	1057.18
93574847	1.69	5633.27
93574885	1.63	6567.07
93574894	1.68	5271.27
93574909	1.66	601.97
93574915	1.65	3236.67
93574917	1.65	2481.43
93574932	1.67	2873.78
93575016	1.25	4163.67
93575021	1.21	4352.95
93575027	1.21	3838.39
93575070	1.3	2257.28
93575076	1.3	4065.54
93575084	1.23	1672.66
93575100	1.26	1503.63
93575105	1.26	2954.16
93575117	1.25	3583.93
93575122	1.21	3838.39
93575124	1.21	4352.95
93575131	1.27	4045.93
93575132	1.27	3271.19
93575154	1.22	3839.42
93575158	1.22	4535.87
93575181	1.23	1755.87
93575184	1.23	1586.83
93575189	1.23	3188.88
93575200	1.26	2278.51
93575204	1.26	2353.84
93575232	1.27	2303.83
93575233	1.27	2219.94
93575244	1.29	798.43
93575248	1.29	1037.6
93575249	1.29	721.63
93575250	1.22	4228.51
93575275	1.3	2257.28
93575287	1.23	2961.7
93575290	1.28	1042.39
93575308	1.26	1915.93
93575309	1.26	2367.72
93575329	1.21	1302.24
93575336	1.27	2900.7
93575354	1.22	2932.43
93575384	1.23	3515.29
93575385	1.23	3090.9
93575389	1.23	2977.25
93575392	1.28	2720.65
93575395	1.28	3119.82
93575398	1.28	2589.61
93575400	1.26	2681.65
93575403	1.26	2599.74
93575407	1.26	3659.69
93575423	1.21	4850.47
93575425	1.21	3838.39
93575429	1.21	2938.58
93575621	1.21	3010.97
93575624	1.21	1851.29
93575625	1.21	3838.39
93575779	1.3	5411.94
93575800	1.26	2353.84
93575804	1.26	3244.2
93575809	1.26	1915.93
93575820	1.21	1003.22
93575835	1.27	2900.7
93575908	1.26	2954.16
93575910	1.25	3892.14
93575924	1.21	1003.22
93575946	1.29	798.43
93575947	1.29	912.55
93575948	1.29	1528.8
93575964	1.24	3749.27
93575979	1.3	3412.78
93575980	1.23	4501.83
93575983	1.23	2403.99
93575989	1.23	2403.99
93575995	1.28	2491.25
93575998	1.28	3088.83
93576009	1.76	3661.08
93576037	1.77	3131.25
93576040	1.79	2059.82
93576119	1.75	2577.01
93576196	1.78	311.18
93576206	1.76	4178.42
93576251	1.72	3479.97
93576265	1.74	2901.48
93576343	1.79	1962.69
93576372	1.8	3731.07
93576458	1.72	3814.02
93576488	1.73	3558.34
93576493	1.78	442.51
93576534	1.77	3495.83
93576538	1.77	3131.25
93576563	1.74	2438.84
93576574	1.8	3731.07
93576611	1.75	3535.21
93576638	1.77	3495.83
93576682	1.73	3057.21
93576741	1.79	1691.16
93576794	1.78	362.3
93576803	1.76	2914.11
93576816	1.75	2577.01
93576840	1.79	1666.94
93576898	1.78	4026.61
93576919	1.75	3535.21
93576924	1.71	3037.89
93577057	1.92	3333.18
93577121	1.91	941.36
93577123	1.91	2260.99
93577126	1.91	2492.18
93577151	1.92	3018.85
93577157	1.92	3172.27
93577184	1.93	4601.06
93577189	1.93	3997.33
93577225	1.91	492.46
93577262	1.94	3277.73
93577320	1.91	941.36
93577321	1.91	969.15
93577328	1.91	2492.18
93577364	1.94	3879.27
93577658	1.92	2366.16
93577680	1.93	4601.06
93577686	1.93	3997.33
93577782	1.93	3997.33
93577866	1.94	4465.41
93577922	1.91	1705.94
93577929	1.91	1308.28
93577953	1.92	3333.18
93578019	1.55	3525.68
93578025	1.51	832.9
93578040	1.59	4791.15
93578082	1.53	1027.55
93578101	1.56	3556.17
93578116	1.55	3515.29
93578142	1.59	4845.47
93578168	1.54	2234.75
93578170	1.6	13164.54
93578217	1.55	2276.88
93578231	1.57	3992.02
93578249	1.59	4312.88
93578290	1.58	3704.7
93578309	1.56	1110.28
93578314	1.55	5202.96
93578315	1.55	2886.03
93578347	1.59	4791.15
93578380	1.53	791.56
93578413	1.55	5162.93
93578435	1.57	3513.43
93578443	1.59	4438.38
93578447	1.59	4791.15
93578486	1.53	791.56
93578493	1.58	3024.79
93578500	1.56	938.22
93578507	1.56	2576.28
93578536	1.57	3573.24
93578537	1.57	2360.4
93578548	1.59	4438.38
93578609	1.56	1044.11
93578627	1.51	5210.44
93578685	1.53	883.09
93578693	1.58	2991.85
93578735	1.57	3436.3
93578741	1.59	5987.6
93578806	1.56	2989.8
93578848	1.59	4374.33
93578861	1.54	2610.29
93578865	1.54	2733.04
93578897	1.58	2991.85
93578937	1.57	543.37
93578961	1.54	2782.63
93579173	1.1	4918.88
93579230	1.07	2226.83
93579232	1.07	2064.29
93579233	1.07	4701.41
93579234	1.07	2631.66
93579239	1.07	4476.86
93579260	1.04	1792.42
93579262	1.04	1989.5
93579266	1.04	2091.1
93579267	1.04	2340.4
93579273	1.1	4918.88
93579278	1.1	7329.18
93579279	1.1	8164.99
93579292	1.08	3166.45
93579293	1.08	3417.37
93579298	1.08	3761.75
93579331	1.07	2629.18
93579332	1.07	2631.66
93579333	1.07	3496.73
93579334	1.07	2629.18
93579336	1.07	4701.41
93579339	1.07	4701.41
93579375	1.1	2457.52
93579379	1.1	4918.88
93579934	1.07	2460.95
93579938	1.07	3318.29
93579941	1.09	2411.71
93579945	1.09	2539.76
93579948	1.09	2411.71
93579949	1.09	2024.57
93579950	1.02	7423.1
93579951	1.02	8011.52
93579958	1.02	6687.75
93579959	1.02	8842.56
93579960	1.04	1792.42
93579961	1.04	2369.94
93579963	1.04	2091.1
93579966	1.04	1993.86
93579977	1.1	6830.8
93579982	1.03	3806.44
93579984	1.03	4096.69
93579988	1.03	4314.22
93579993	1.08	3035.6
93579994	1.08	2375.17
93579995	1.08	2829.35
93579998	1.08	3027.3
93579999	1.08	2375.17
93590952	1.42	3325.33
93593001	1.86	6265.73
93606129	3.71	3283.41
93606426	3.71	3075.65
93606726	3.71	3283.41
93606824	3.71	513.65
93608178	3.6	3250.46
93614072	3.7	4589.76
93614271	3.7	3287.26
93614277	3.7	4176.67
93614279	3.7	4317.34
93614879	3.7	4317.34
93614974	3.7	3711.49
93614977	3.7	669.42
93619060	3.04	6729.64
93619164	3.04	6460.64
93619267	3.04	6211.16
93619360	3.04	6211.16
93619361	3.04	5627.18
93619466	3.04	6460.64
93619861	3.04	6460.64
93619869	3.04	5997.61
93624272	3.7	3100.27
93624972	3.7	2786
93636258	3.72	3304.65
93676125	3.71	492.11
93676351	3.72	3242.85
93676527	3.71	369.12
93676754	3.72	3304.65
93678179	3.6	4063.41
93678272	3.6	4656.71
93678571	3.6	646.91
93678674	3.6	4344.82
93678779	3.6	5179.85
93710011	2.45	2837.62
93710031	2.47	4953.17
93710092	2.48	4400.12
93710179	2.5	6138.46
93710182	2.43	6026.21
93710197	2.48	4389.37
93710217	2.45	4454.5
93710235	2.47	685.44
93710318	2.45	4454.5
93710319	2.45	6093.35
93710356	2.42	5879.87
93710397	2.48	4225.37
93710450	2.42	5944.53
93710473	2.5	6540.62
93710489	2.43	1019.01
93710587	2.43	5119.44
93710876	2.5	6540.62
93710913	2.45	1080.71
93710914	2.45	4496.23
93710917	2.45	2470.51
93710930	2.47	5729.8
93711070	2.4	2225.84
93711378	2.4	4137.01
93711876	2.4	5921.07
93711961	2.34	4390.36
93712040	2.19	8983.08
93712177	2.2	6325.54
93712210	2.15	4920.55
93712270	2.2	6325.54
93712272	2.2	6325.54
93712292	2.18	2851.85
93712295	2.18	2851.85
93712347	2.19	6036.9
93712399	2.18	2636.15
93712910	2.15	3394.8
93712915	2.15	3156.17
93713033	2.87	584.77
93713133	2.87	892.55
93713294	2.88	4471.2
93713335	2.87	717.81
93713409	2.86	2581.36
93713602	2.86	6022.22
93714010	2.65	17082.34
93714017	2.65	7879.81
93714021	2.61	5297.93
93714082	2.63	5021.91
93714087	2.63	4616.99
93714092	2.68	6150.56
93714111	2.65	6208.6
93714126	2.61	6131.34
93714143	2.69	3168.94
93714190	2.68	1044.45
93714234	2.67	2937.03
93714236	2.67	3376.26
93714292	2.68	2881.39
93714317	2.65	7879.81
93714349	2.69	4639.25
93714387	2.63	5021.91
93714398	2.68	3541.84
93714847	2.69	3881.53
93714890	2.68	4676.09
93714896	2.68	3541.84
93714914	2.65	15174.85
93714941	2.69	3881.53
93714984	2.63	5021.91
93715024	2.21	1725.25
93715125	2.21	987.58
93715253	2.22	2800.29
93715255	2.22	1712.06
93715257	2.22	1289.65
93715269	2.24	5457.12
93715362	2.24	6268.13
93715394	2.28	2430.77
93715890	2.28	1755
93715922	2.21	6247.63
93715931	2.27	4498.05
93715932	2.27	7007.78
93715933	2.27	7007.78
93715935	2.27	6079.86
93715937	2.27	4830.88
93715938	2.27	6317.64
93715953	2.22	3423.33
93715982	2.23	3689.11
93715989	2.23	3476
93715990	2.28	2430.77
93715999	2.28	436.33
93716058	2.72	2849.42
93716092	2.78	2734.24
93716093	2.78	3664.07
93716156	2.72	3451.1
93716159	2.72	3451.1
93716194	2.78	1928.27
93716196	2.78	4245.96
93716198	2.78	741.98
93716260	2.74	2846.17
93716333	2.77	7145.4
93716334	2.77	7145.4
93716352	2.72	2611
93716393	2.78	741.98
93716395	2.78	3466.8
93716424	2.71	4096.13
93716465	2.74	4469.22
93716669	2.74	3105.89
93716901	2.76	3431.5
93716905	2.76	3347.8
93716911	2.75	3673.7
93716915	2.75	4709.64
93716916	2.75	4883.74
93716921	2.71	2793.12
93716927	2.71	2793.12
93716970	2.8	444.66
93716975	2.8	477.96
93716976	2.8	256.06
93716993	2.78	2922.96
93717060	2.94	4438.4
93717156	2.92	6449.74
93717162	2.94	5148.02
93717257	2.92	5136.78
93717265	2.94	4438.4
93717361	2.94	4728.13
93717463	2.94	2257.36
93717464	2.94	1154.61
93717868	2.94	2998.73
93717869	2.94	5266.33
93717956	2.92	5917.47
93717958	2.92	5136.78
93717967	2.94	5576.55
93718017	2.55	2568.03
93718046	2.59	4202.46
93718100	2.56	2464.28
93718123	2.51	1044.76
93718129	2.51	3244.26
93718173	2.6	7040.23
93718189	2.53	4202.33
93718192	2.58	3395.58
93718206	2.56	2603.16
93718273	2.6	6042.85
93718280	2.53	4473.31
93718283	2.53	4266.07
93718297	2.58	3395.58
93718312	2.55	3956.29
93718316	2.55	1138.47
93718326	2.51	6131.38
93718361	2.54	7539.36
93718368	2.54	3227.33
93718377	2.6	5618.76
93718397	2.58	3395.58
93718682	2.53	644.37
93718821	2.51	6499.42
93718903	2.56	1067.49
93718917	2.55	1192.9
93718943	2.59	5471.82
93718944	2.59	5717.87
93719930	2.07	1713.82
93719938	2.07	1214.38
93719971	2.1	5603.13
93719972	2.1	10748.06
94316255	4.72	4011.55
94500172	1.5	3436.16
94500212	1.45	3939.94
94500284	1.43	878.01
94500452	1.42	3385.85
94500619	1.45	4024.26
94500874	1.5	4628.96
94500877	1.5	3698.1
94500878	1.5	3668.3
94500925	1.41	1900.26
94501957	1.32	7001.44
94503008	1.86	3509.08
94503030	1.87	652.73
94503036	1.87	3684.57
94503334	1.87	3505.26
94503809	1.86	3509.08
94503830	1.87	3666.93
94503834	1.87	3134.3
94503902	1.86	3191.47
94503909	1.86	5072.28
94504082	1.63	5598.51
94504188	1.63	5510.7
94504223	1.61	844.79
94504325	1.61	4784.32
94504408	1.66	601.97
94504642	1.69	6310.09
94504645	1.69	3291.58
94504708	1.66	1222.67
94504728	1.61	5809.06
94504828	1.61	5809.06
94504991	1.68	5158.42
94504994	1.68	4309.63
94506049	1.79	1666.94
94506051	1.72	889.99
94506190	1.78	532.54
94506202	1.76	3145.51
94506247	1.79	1952.92
94506254	1.72	4528.68
94506271	1.8	3719.38
94506321	1.71	2810.43
94506340	1.79	1562.55
94506342	1.79	1962.69
94506350	1.72	4895.35
94506352	1.72	3450.7
94506376	1.8	3253.74
94506497	1.78	3498.45
94506520	1.71	3706.65
94506575	1.8	3253.74
94506686	1.73	3558.34
94506827	1.71	2785.92
94506933	1.77	3277.51
94506956	1.72	3450.7
94506982	1.73	4032.84
94506999	1.78	4026.61
94507152	1.92	4103.59
94507214	1.95	4578.81
94508068	1.54	626.77
94508161	1.54	3337.58
94508165	1.54	5213.59
94508237	1.57	4854.43
94508423	1.51	3476.69
94508567	1.54	2825.12
94508662	1.54	2234.75
94508679	1.6	16151.11
94508733	1.57	4854.43
94508929	1.51	5422.39
94540213	1.45	6833.94
94540311	1.45	3939.94
94543807	1.86	2682.53
94543907	1.86	6265.73
94544200	1.66	497.86
94544288	1.63	5510.7
94544304	1.66	5465.45
94544909	1.66	1031.15
94546874	1.8	3332.17
94548379	1.6	13188.52
94548977	1.6	13034.79
94570029	1.41	2428.02
94570078	1.5	4848.72
94570083	1.43	879.48
94570097	1.48	2907.43
94570121	1.41	2821.17
94570151	1.42	3845.75
94570199	1.48	3803.6
94570220	1.41	1635.11
94570297	1.48	3113.21
94570320	1.41	2428.02
94570384	1.43	5945.88
94570476	1.5	3436.16
94570479	1.5	5964.89
94570493	1.48	4641.22
94570526	1.41	3106.6
94570527	1.41	1900.26
94570620	1.41	1743.07
94570676	1.5	4557.61
94570691	1.48	3710.46
94570694	1.48	3710.46
94570696	1.48	2907.43
94570699	1.48	3803.6
94570773	1.5	4848.72
94570833	1.47	3337.84
94570851	1.42	3033.33
94570891	1.48	3566.72
94570914	1.45	517.33
94570920	1.41	1617.63
94570921	1.41	2056.12
94571009	1.36	1729.45
94571010	1.35	2434.09
94571015	1.35	2712.98
94571056	1.32	9067.65
94571070	1.4	748.74
94571074	1.4	1427.36
94571100	1.36	2190.55
94571103	1.36	1668.33
94571109	1.36	2027.37
94571160	1.34	4821.83
94571176	1.4	1097.18
94571200	1.36	1669.74
94571212	1.35	2586.52
94571265	1.34	3970.03
94571279	1.4	5783.59
94571310	1.35	2586.52
94571353	1.32	10692.7
94571364	1.34	4058.89
94571367	1.34	4821.83
94571403	1.36	1729.45
94571405	1.36	2027.37
94571407	1.36	2566.44
94571412	1.35	2434.09
94571468	1.34	3834.65
94571479	1.4	1097.18
94571501	1.36	2566.44
94571502	1.36	1668.33
94571506	1.36	2063.16
94571751	1.32	694.68
94571818	1.35	2914.61
94571870	1.4	1745.84
94571903	1.36	2190.55
94571906	1.36	1902.86
94571910	1.35	2728.3
94571950	1.32	7001.44
94571970	1.4	620.43
94571971	1.4	5783.59
94572040	1.19	1436.39
94572046	1.19	3958.09
94572066	1.14	3461.81
94572104	1.16	4452.79
94572149	1.19	3958.09
94572160	1.14	5083.95
94572170	1.2	5864.01
94572194	1.18	2506.01
94572206	1.16	3839.36
94572208	1.16	3735.94
94572216	1.15	4070.46
94572220	1.11	1078.16
94572227	1.11	1078.16
94572263	1.14	2901.57
94572270	1.2	3935.93
94572285	1.13	1155.36
94572288	1.13	694.52
94572291	1.18	1586.16
94572308	1.16	3684.97
94572312	1.15	3934.68
94572315	1.15	3512.93
94572318	1.15	3512.93
94572325	1.11	3779.1
94572326	1.11	1259.1
94572327	1.11	1045.16
94572343	1.19	3981.58
94572360	1.14	3226.86
94572377	1.2	3351.76
94572380	1.13	843.66
94572385	1.13	1087.67
94572388	1.13	731.72
94572396	1.18	1344.97
94572397	1.18	2758.37
94572465	1.14	3732.59
94572560	1.14	3732.59
94572567	1.14	2901.57
94572661	1.14	5083.95
94572662	1.14	6239.89
94572667	1.14	3833.26
94572878	1.2	3935.93
94572902	1.16	3839.36
94572912	1.15	3031.73
94572918	1.15	3934.68
94572923	1.11	2498.22
94572927	1.11	1206.7
94572929	1.11	1971.45
94572940	1.19	4357.93
94572944	1.19	4258.76
94572977	1.2	3374.89
94572981	1.13	1332.61
94572984	1.13	694.36
94572988	1.13	1402.72
94572989	1.13	1402.72
94573092	1.88	4564.86
94573223	1.81	3829.01
94573232	1.87	3119.66
94573325	1.81	2550.01
94573418	1.85	2063.13
94573439	1.87	479.01
94573497	1.88	3834.18
94573690	1.88	4564.86
94573691	1.88	4072.59
94573693	1.88	4564.86
94573699	1.88	4040.43
94573917	1.85	1435.93
94573925	1.81	1691.95
94573941	1.89	2196.12
94573942	1.89	2157.97
94573943	1.89	2415.24
94573944	1.89	2947.54
94573949	1.89	2681.51
94573951	1.82	3553.42
94573955	1.82	3175.12
94573957	1.82	2921.45
94574027	1.61	4854.17
94574031	1.67	4170.09
94574105	1.66	711.08
94574112	1.65	826.51
94574118	1.65	5182.61
94574119	1.65	3236.67
94574128	1.61	5264.06
94574135	1.67	8349.76
94574140	1.69	3243.3
94574235	1.67	1094.51
94574237	1.67	3836.87
94574241	1.69	3291.58
94574281	1.63	6567.07
94574310	1.65	1679.63
94574388	1.63	5558.75
94574412	1.65	7040.85
94574414	1.65	3236.67
94574430	1.67	5821.84
94574439	1.67	2762.77
94574494	1.68	4308.67
94574536	1.67	6098.24
94574647	1.69	3243.3
94574684	1.63	5510.7
94574729	1.61	5809.06
94574743	1.69	518.74
94574748	1.69	6310.09
94574802	1.66	860.24
94574815	1.65	2481.43
94574817	1.65	1910.06
94574830	1.67	3852.82
94575006	1.26	2278.51
94575026	1.21	1209.14
94575029	1.21	894.65
94575033	1.27	4045.93
94575035	1.27	2717.84
94575061	1.24	3350.22
94575068	1.24	3335.28
94575076	1.3	5411.94
94575116	1.25	4250.25
94575130	1.27	3271.19
94575133	1.27	2303.83
94575152	1.22	2591.84
94575172	1.3	4065.38
94575194	1.28	2720.65
94575195	1.28	2720.65
94575207	1.26	2353.84
94575211	1.25	2621.19
94575218	1.25	4250.25
94575228	1.21	3838.39
94575231	1.27	4045.93
94575243	1.29	1358.31
94575247	1.29	1096.11
94575261	1.24	3350.22
94575263	1.24	1154.25
94575278	1.3	665.18
94575280	1.23	1298.1
94575288	1.23	1755.87
94575308	1.26	2391.79
94575320	1.21	1400.37
94575333	1.27	2219.94
94575367	1.24	4449.51
94575369	1.24	3350.22
94575387	1.23	3188.88
94575393	1.28	1384.47
94575404	1.26	2681.65
94575425	1.21	4424.35
94575462	1.24	3115.32
94575463	1.24	3115.32
94575465	1.24	4449.51
94575471	1.3	4065.54
94575522	1.21	1302.24
94575622	1.21	1400.37
94575629	1.21	2156.39
94575805	1.26	2172.84
94575838	1.27	3271.19
94575868	1.24	3335.28
94575872	1.3	4065.38
94575876	1.3	5411.94
94575906	1.26	3659.69
94575907	1.26	2367.72
94575919	1.25	4163.67
94575920	1.21	2938.58
94575940	1.29	798.43
94575941	1.29	1233.96
94575942	1.29	1528.8
94575943	1.29	726.98
94575945	1.29	1093.11
94575946	1.29	869.16
94575948	1.29	1093.11
94575955	1.22	1418.08
94575963	1.24	3911.26
94575966	1.24	3286.99
94575969	1.24	3749.27
94575985	1.23	1793.11
94575989	1.23	4501.83
94575991	1.28	1104.21
94576007	1.76	2882.42
94576024	1.71	3011.26
94576044	1.79	1695.3
94576085	1.73	3454.4
94576103	1.76	2914.11
94576105	1.76	4178.42
94576154	1.72	4311.01
94576216	1.75	2628.77
94576232	1.77	2918.47
94576254	1.72	3814.02
94576263	1.74	2675.37
94576281	1.73	4050.34
94576285	1.73	3057.21
94576292	1.78	4496.01
94576344	1.79	1641.09
94576352	1.72	3479.97
94576357	1.72	3479.97
94576395	1.78	3498.45
94576411	1.75	3053.9
94576432	1.77	2862.75
94576537	1.77	3131.25
94576610	1.75	2628.77
94576615	1.75	3685.29
94576631	1.77	2918.47
94576646	1.79	1440.88
94576659	1.72	3479.97
94576661	1.74	2438.84
94576685	1.73	3057.21
94576706	1.76	2467.41
94576734	1.77	2952.61
94576822	1.71	3011.26
94576844	1.79	1775.13
94576943	1.79	1440.88
94576983	1.73	4050.34
94576985	1.73	3454.4
94576986	1.73	3016.92
94577050	1.92	3594.71
94577061	1.94	4081.44
94577082	1.93	3108.63
94577084	1.93	1248.49
94577122	1.91	757.72
94577123	1.91	1400.09
94577128	1.91	757.57
94577129	1.91	941.36
94577163	1.94	3277
94577168	1.94	4081.44
94577181	1.93	2780.03
94577222	1.91	1308.28
94577226	1.91	2492.18
94577229	1.91	1705.94
94577264	1.94	4081.44
94577361	1.94	4256.84
94577415	1.95	4173.83
94577452	1.92	3673.94
94577480	1.93	3997.33
94577781	1.93	4601.06
94577921	1.91	1294.14
94577923	1.91	1294.14
94577924	1.91	1705.94
94577981	1.93	3997.33
94578088	1.53	3505.3
94578095	1.58	3704.7
94578096	1.58	3704.7
94578101	1.56	940.3
94578106	1.56	3616.26
94578110	1.55	5202.96
94578117	1.55	1177.75
94578127	1.51	578.06
94578131	1.57	3164.55
94578142	1.59	3679.86
94578149	1.59	4845.47
94578189	1.53	4584.22
94578194	1.58	3285.19
94578218	1.55	3094.08
94578308	1.56	3684.96
94578312	1.55	5767.74
94578364	1.54	2927.69
94578383	1.53	2848.72
94578410	1.55	2798.76
94578416	1.55	3306.44
94578421	1.51	4192.97
94578430	1.57	2757.02
94578490	1.58	5165.61
94578501	1.56	1044.11
94578527	1.51	5877.56
94578571	1.6	13194.08
94578587	1.53	2967.08
94578600	1.56	938.22
94578643	1.59	4312.88
94578739	1.57	3436.3
94578780	1.53	1045.89
94578804	1.56	3588.63
94578813	1.55	2276.88
94578874	1.6	10641.43
94578881	1.53	1061.02
94578890	1.58	5165.61
94578891	1.58	3103.68
94578899	1.58	2991.85
94578908	1.56	3616.26
94578910	1.55	3306.44
94578921	1.51	5195.74
94578943	1.59	4845.47
94578966	1.54	526.31
94578984	1.53	1027.55
94579174	1.1	8164.99
94579176	1.1	6830.8
94579179	1.1	8164.99
94579231	1.07	2460.95
94579232	1.07	2629.18
94579237	1.07	2226.83
94579262	1.04	2128.07
94579290	1.08	3761.75
94579291	1.08	3417.37
94579292	1.08	3388.22
94579294	1.08	2829.35
94579295	1.08	3761.75
94579296	1.08	3080.82
94579299	1.08	2829.35
94579374	1.1	5382.71
94579375	1.1	7329.18
94579930	1.07	2226.83
94579939	1.07	4701.41
94579941	1.09	1971.06
94579944	1.09	2024.57
94579945	1.09	2442.56
94579946	1.09	2539.76
94579951	1.02	6687.75
94579962	1.04	2360.54
94579968	1.04	2128.07
94579974	1.1	2457.52
94579979	1.1	8164.99
94579991	1.08	2139.87
94579997	1.08	2979.58
94579998	1.08	3761.75
94579999	1.08	3166.45
94590253	1.42	3385.85
94590955	1.42	3450.62
94593905	1.86	3191.47
94614276	3.7	3711.49
94614472	3.7	2786
94614679	3.7	4317.34
94614976	3.7	4317.34
94619063	3.04	4641.77
94619162	3.04	4961.85
94619167	3.04	5314.58
94619262	3.04	5314.58
94619266	3.04	6729.64
94619369	3.04	4641.77
94619466	3.04	4574.4
94619467	3.04	5314.58
94619469	3.04	5178.3
94619867	3.04	3276.66
94619869	3.04	4641.77
94619963	3.04	4574.4
94619964	3.04	5157.73
94636352	3.72	2750.72
94636354	3.72	3968.75
94676322	3.71	513.65
94676422	3.71	3282.91
94676623	3.71	419.69
94676728	3.71	4447.73
94676929	3.71	3283.41
94678273	3.6	4595.15
94678274	3.6	4595.15
94678379	3.6	4063.41
94710033	2.47	5431.51
94710139	2.47	4953.17
94710188	2.43	1019.01
94710238	2.47	5729.8
94710239	2.47	4953.17
94710376	2.5	6138.46
94710389	2.43	3637.8
94710390	2.48	4389.37
94710392	2.48	4225.37
94710450	2.42	4546.68
94710871	2.5	7397.64
94710883	2.43	6317.21
94710937	2.47	4953.17
94710974	2.5	721.48
94710989	2.43	5119.44
94710994	2.48	4400.12
94710998	2.48	4389.37
94710999	2.48	4400.12
94711065	2.34	4390.36
94711066	2.34	6517.63
94711162	2.34	3396.21
94711176	2.4	765.32
94711177	2.4	5921.07
94711261	2.34	6517.63
94711266	2.34	3396.21
94711862	2.34	3396.21
94711973	2.4	1317.13
94711974	2.4	3101.23
94712047	2.19	6036.9
94712211	2.15	5226.81
94712218	2.15	5226.81
94712341	2.19	8983.08
94712396	2.18	2636.15
94712917	2.15	5226.81
94712942	2.19	6322.35
94712975	2.2	953.94
94712990	2.18	2851.85
94712991	2.18	3233.01
94712998	2.18	2636.15
94713002	2.86	3133.34
94713301	2.86	571.18
94713338	2.87	2673.77
94713395	2.88	2821.82
94713603	2.86	3133.34
94713936	2.87	3913.67
94714017	2.65	7879.81
94714020	2.61	5297.93
94714022	2.61	6131.34
94714085	2.63	5039.48
94714088	2.63	5021.91
94714117	2.65	7879.81
94714144	2.69	3881.53
94714180	2.63	5039.48
94714218	2.65	15174.85
94714230	2.67	2027.97
94714231	2.67	4160.71
94714237	2.67	3376.26
