AID	CLUSTER2	GSWGT3_2	GSWGT3
98572984	1.13	1840.1	2005.09
98572985	1.13	1714.4	1812.95
98572999	1.18	1888.4	2035.08
98573012	1.85	2820.51	3039.6
98573017	1.85	2581.39	2827.3
98573019	1.85	2720.83	2839.16
98573097	1.88	5931.97	6392.74
98573110	1.85	4359.56	4750.45
98573112	1.85	2856.92	3055.78
98573116	1.85	2005.15	2172.55
98573213	1.85	2002.72	2207.45
98573411	1.85	3921.69	4147.12
98573530	1.87	5950.14	6790.96
98573617	1.85	2581.39	2827.3
98573694	1.88	10545.45	 
98573699	1.88	5931.97	6392.74
98573892	1.88	5515.45	6040.87
98573920	1.81	2719.95	 
98573927	1.81	2128.86	 
98573943	1.89	2831.16	 
98573955	1.82	3638.48	3985.09
98573956	1.82	3451.82	3601.95
98573959	1.82	3709.55	4088.75
98574009	1.66	977.9	1078.1
98574034	1.67	1759.53	 
98574106	1.66	4621.59	5274.67
98574193	1.68	7473.25	8031.34
98574218	1.65	2859.31	3151.6
98574230	1.67	5029.81	5628.29
98574296	1.68	6867.65	7701.37
98574339	1.67	9454.58	10214.13
98574387	1.63	6637.12	6925.77
98574399	1.68	8669.03	9046.05
98574485	1.63	6637.12	6925.77
98574491	1.68	6693.26	7377.47
98574498	1.68	1510.35	 
98574636	1.67	9454.58	10214.13
98574640	1.69	3180.42	3508.21
98574727	1.61	7013.01	 
98574787	1.63	7238.04	8260.86
98574806	1.66	9158	 
98574900	1.66	1237.28	 
98574906	1.66	654.69	704.69
98574937	1.67	1517.49	 
98574941	1.69	5531.9	5945.01
98575036	1.27	1644.17	1812.64
98575103	1.26	3028.21	3202.28
98575113	1.25	4654.61	5002.21
98575122	1.21	3209.46	 
98575128	1.21	4417.69	4943.34
98575150	1.22	6912.76	 
98575157	1.22	5861.54	 
98575165	1.24	4334.86	4523.38
98575175	1.3	5162.26	5689.97
98575180	1.23	6078.78	 
98575190	1.28	1741.98	1953.46
98575197	1.28	4212.66	4807.96
98575204	1.26	3199.14	3447.63
98575220	1.21	1781.72	 
98575246	1.29	873.02	977.64
98575294	1.28	2404.98	2588.65
98575317	1.25	5792.87	 
98575331	1.27	4168.35	4349.63
98575355	1.22	3475.47	 
98575384	1.23	6078.78	6937.78
98575386	1.23	1610.97	1734
98575403	1.26	5446.89	6027.3
98575404	1.26	3006.44	3313.77
98575623	1.21	4840.39	5363.57
98575808	1.26	4011.84	4371.54
98575874	1.3	2976.88	3106.35
98575902	1.26	3006.44	3313.77
98575918	1.25	3334.12	3651.74
98575940	1.29	1625.52	1855.22
98575942	1.29	1932.12	2059.81
98575946	1.29	1625.52	1855.22
98575948	1.29	1657.17	1826.97
98575954	1.22	2929.08	 
98575989	1.23	3052.49	3364.53
98576059	1.72	4524.49	4955.51
98576112	1.75	4860.12	5071.49
98576118	1.75	4860.12	5071.49
98576136	1.77	4019.44	4331.65
98576169	1.74	5652.43	6254.74
98576194	1.78	610.35	672.89
98576215	1.75	3473.41	 
98576250	1.72	4690.46	 
98576313	1.75	4773.57	5448.13
98576335	1.77	4019.44	4331.65
98576346	1.79	2283.7	 
98576348	1.79	3213.16	3501.26
98576416	1.75	3394.95	3741.99
98576441	1.79	2144.54	2034.38
98576467	1.74	3397.08	 
98576509	1.76	4293.83	4702.87
98576545	1.79	2906.63	 
98576596	1.78	4707.46	5059
98576600	1.76	4828.19	5038.17
98576637	1.77	3986.88	4550.27
98576668	1.74	4399.86	4591.21
98576688	1.73	4996.07	5384.15
98576946	1.79	2632.23	3120.1
98576952	1.72	4572.68	5041.21
98576964	1.74	5652.43	 
98576996	1.78	4911.99	5293.53
98577013	1.95	6432.38	7341.35
98577061	1.94	6018.68	 
98577114	1.95	6368.81	6873.85
98577151	1.92	4068.94	 
98577161	1.94	4473.31	4899.45
98577165	1.94	4473.31	4899.45
98577169	1.94	5132.2	5755.24
98577181	1.93	6067.83	 
98577220	1.91	1268.81	 
98577226	1.91	3709.24	 
98577259	1.92	4068.94	 
98577324	1.91	993.9	1068.12
98577327	1.91	959.88	1026.69
98577328	1.91	1446.61	1562.83
98577480	1.93	4179.34	4676.63
98577484	1.93	6805.98	7767.74
98577923	1.91	1948.16	2099.48
98577924	1.91	692.68	754.45
98577925	1.91	3709.24	 
98577954	1.92	5158.38	5559.07
98578043	1.59	5476.33	6036.14
98578079	1.6	14941.07	16101.63
98578101	1.56	1906.89	 
98578198	1.58	4586.16	4928.65
98578207	1.56	5562.95	6009.85
98578267	1.54	5370.68	6129.62
98578291	1.58	5057.16	5538.91
98578299	1.58	3798.94	4187.29
98578308	1.56	4717.93	 
98578316	1.55	2494.91	 
98578330	1.57	4824.73	5199.5
98578334	1.57	5264.64	5493.61
98578346	1.59	5895.91	 
98578348	1.59	6803.27	7331.72
98578381	1.53	3745.18	4131.18
98578397	1.58	7688.24	 
98578417	1.55	1449.74	1622.24
98578432	1.57	4203.49	4517.4
98578438	1.57	5264.64	5493.61
98578448	1.59	8911.65	 
98578465	1.54	8372.31	 
98578495	1.58	3798.94	4187.29
98578504	1.56	1236.2	 
98578548	1.59	6803.27	7331.72
98578582	1.53	3867.91	 
98578723	1.51	7249.47	7564.75
98578747	1.59	7006.8	7311.53
98578767	1.54	3533.27	3894.46
98578782	1.53	913.7	985.6
98578980	1.53	3745.18	4131.18
98578996	1.58	3798.94	4187.29
98579235	1.07	5915.45	6633.58
98579239	1.07	5256.79	5726.15
98579373	1.1	3312.36	 
98579930	1.07	3955.55	 
98579937	1.07	4399.69	4933.81
98579938	1.07	4988.53	5582.1
98579939	1.07	5915.45	6633.58
98579940	1.09	2739.74	3126.9
98579945	1.09	3449.08	3758.32
98579948	1.09	3102.65	3281
98579952	1.02	8921.36	10040.43
98579953	1.02	11763.81	12900.72
98579954	1.02	10752.3	11328.83
98579963	1.04	3502.26	 
98579966	1.04	2765.28	2885.55
98579968	1.04	2446.76	2640.79
98579969	1.04	3389.34	3693.23
98579976	1.1	11145.73	 
98579979	1.1	7099.36	 
98579991	1.08	4712.79	 
98579997	1.08	3971.68	4268.28
98606027	3.71	4481.38	4908.29
98606428	3.71	4886.12	 
98606822	3.71	675.29	760.96
98606929	3.71	4731.31	5111.41
98608270	3.6	6577.18	7249.53
98608876	3.6	7070.84	7580.83
98619063	3.04	7241.69	7804.2
98619068	3.04	4160.58	 
98619162	3.04	5191.09	5416.85
98619360	3.04	5191.09	5416.85
98619368	3.04	4047.48	4532.54
98619466	3.04	6507.18	7030.29
98619963	3.04	5191.09	5416.85
98619965	3.04	5191.09	5416.85
98619967	3.04	6403.8	7059.95
98636350	3.72	591.21	652.14
98646328	3.71	4064.58	4480.08
98646329	3.71	4731.31	5111.41
98676254	3.72	3492.76	3849.8
98676352	3.72	4378.8	4997.57
98676426	3.71	468.23	503.99
98676651	3.72	4378.8	4997.57
98676853	3.72	4378.8	4997.57
98710078	2.5	6648.68	7111.47
98710135	2.47	7781.25	8478.92
98710156	2.42	3943.58	4272.81
98710175	2.5	10046.23	10946.98
98710195	2.48	5260.75	5626.94
98710250	2.42	3943.58	4272.81
98710286	2.43	1181.69	 
98710291	2.48	5660.74	5986.13
98710292	2.48	5260.75	5626.94
98710293	2.48	5604.51	6107.01
98710650	2.42	7985.04	 
98710672	2.5	6648.68	7111.47
98710913	2.45	2851.69	3105.98
98710933	2.47	6987.61	7389.28
98710977	2.5	8414.49	8898.17
98710991	2.48	5604.51	 
98711077	2.4	4783.97	5168.55
98711165	2.34	4228.42	4522.74
98712214	2.15	4226.66	4520.87
98712216	2.15	6457.07	6976.16
98712218	2.15	6724.27	7110.8
98712247	2.19	2115.13	2223.55
98712295	2.18	3550.66	3797.81
98712941	2.19	1348.82	1482.9
98712942	2.19	7871.57	8457.61
98712973	2.2	7320.18	7976.51
98712976	2.2	4895.95	5236.74
98713033	2.87	5720.66	6098.73
98713204	2.86	889.01	 
98713391	2.88	4931.43	5274.69
98713806	2.86	588.6	 
98713992	2.88	2582.29	2797.87
98714025	2.61	6126.44	6618.94
98714084	2.63	6483.27	6855.95
98714097	2.68	6574.8	7032.45
98714198	2.68	4807.96	5054.42
98714242	2.69	3945.46	 
98714282	2.63	7981.49	8697.12
98714312	2.65	17462.02	18677.5
98714325	2.61	2920.98	 
98714380	2.63	6483.27	6855.95
98714481	2.63	7981.49	8697.12
98714888	2.63	5807.25	6274.09
98714928	2.61	6126.44	6618.94
98714991	2.68	9128.91	9947.42
98715023	2.21	1393.52	 
98715097	2.28	5560.24	6058.78
98715191	2.28	5560.24	6058.78
98715250	2.22	3090.69	 
98715258	2.22	1263.59	1410.12
98715263	2.24	9413.17	10257.16
98715955	2.22	2183.59	2338.15
98715980	2.23	2588.92	2797.04
98715983	2.23	4327.76	4629
98715986	2.23	2588.92	2797.04
98715994	2.28	4881.27	5273.67
98716010	2.75	6632.27	7226.93
98716054	2.72	4439.83	4695.04
98716066	2.74	6069.35	6613.53
98716117	2.75	5247.72	5594.53
98716165	2.74	6069.35	6613.53
98716167	2.74	3543.59	3790.25
98716229	2.71	2911.56	3114.23
98716251	2.72	3019.32	3262.04
98716390	2.78	1338.37	1445.89
98716423	2.71	2911.56	3114.23
98716827	2.71	3229.92	3489.57
98716897	2.78	941.21	1013.1
98716976	2.8	595.08	636.5
98716978	2.8	616.47	651.9
98717152	2.92	6842.86	7392.96
98717163	2.94	6409.48	6855.62
98717259	2.92	6395.49	6840.66
98717263	2.94	2068.36	 
98717960	2.94	3472.53	3664.78
98718108	2.56	1237.54	1385.86
98718112	2.55	2533.84	2745.37
98718119	2.55	8136.13	8865.62
98718174	2.6	6716.15	7183.64
98718202	2.56	7807.42	8507.44
98718204	2.56	1159.33	1256.12
98718206	2.56	1739.14	1828.29
98718248	2.59	7765.04	8461.26
98718269	2.54	5371.41	5659.43
98718270	2.6	6987.85	7549.6
98718293	2.58	3907.88	4222.03
98718297	2.58	3907.88	4222.03
98718821	2.51	7205.26	7784.49
98718910	2.55	4755.41	5134.2
98718912	2.55	1100.38	1192.25
98718918	2.55	7309.98	 
98718974	2.6	9560.85	10418.09
98718987	2.53	5163.51	5623.95
98718989	2.53	1104.89	 
98718998	2.58	4227.62	4521.9
98719270	2.1	10445.47	11045.9
98719277	2.1	10445.47	11045.9
98719932	2.07	1737.95	1883.04
98719935	2.07	1737.95	1883.04
99316152	4.72	4804.67	 
99374970	4.7	2886.23	3118.25
99374972	4.7	2801.47	2996.47
99374973	4.7	2801.47	2996.47
99374974	4.7	2886.23	3118.25
99500010	1.45	869.16	958.22
99500087	1.43	6369.05	 
99500115	1.45	5002.79	5514.19
99500139	1.47	5842.78	 
99500183	1.43	6308.63	 
99500228	1.41	4461.99	 
99500238	1.47	5487.45	6273.86
99500276	1.5	5160.68	 
99500417	1.45	1007.52	 
99500530	1.47	4568.04	5003.2
99500813	1.45	9227.81	 
99500857	1.42	4184.79	4613.58
99503707	1.86	4052.41	4466.67
99503801	1.86	4382.32	4903.76
99503838	1.87	5950.14	6790.96
99504049	1.69	5493.56	5920.28
99504100	1.66	654.69	704.69
99504105	1.66	1237.28	 
99504144	1.69	5531.9	5945.01
99504205	1.66	854.27	930.45
99504206	1.66	1413.88	1527.54
99504222	1.61	7792.03	8893.13
99504420	1.61	11992.44	13270.33
99504424	1.61	6942.2	7244.12
99504520	1.61	7013.01	7536.72
99504703	1.66	894.71	1003.32
99504720	1.61	7013.01	7536.72
99504849	1.69	5493.56	5920.28
99504905	1.66	748.45	837.51
99504999	1.68	5881.62	6441.92
99506026	1.71	2934.5	 
99506149	1.79	2132.98	2336.18
99506263	1.74	3744.84	4035.72
99506266	1.74	4616.53	5268.9
99506342	1.79	2325.62	 
99506360	1.74	5652.43	 
99506487	1.73	5435.64	 
99506495	1.78	801.19	 
99506578	1.8	7578.57	 
99506935	1.77	3689.1	3964.6
99506981	1.73	3978.68	4151.72
99507018	1.95	6932.5	7592.91
99507057	1.92	5158.38	5559.07
99507059	1.92	3855.56	4222.85
99507351	1.92	4757.29	4964.19
99507853	1.92	4028.02	4439.78
99507857	1.92	4960.94	 
99507859	1.92	4716.08	5068.27
99507981	1.93	4715.63	5164.86
99507986	1.93	5244.3	5635.94
99508077	1.6	14941.07	16101.63
99508120	1.51	7249.47	7564.75
99508327	1.51	7090.13	 
99508430	1.57	4018.22	4428.98
99508537	1.57	3720.7	4075.14
99508568	1.54	3543.72	 
99508721	1.51	7090.13	 
99508738	1.57	4203.49	4517.4
99508822	1.51	7249.47	7564.75
99508928	1.51	4745.9	5198.01
99540917	1.45	5989.51	 
99543509	1.86	4052.41	4466.67
99543908	1.86	4052.41	4466.67
99544087	1.63	8851.39	 
99544202	1.66	894.71	1003.32
99544902	1.66	4684.15	5041.9
99546678	1.8	5101.87	 
99570022	1.41	2776.36	3168.69
99570091	1.48	5010.2	5718.2
99570170	1.5	1110.63	 
99570176	1.5	5979.36	6425.89
99570192	1.48	7419.65	 
99570327	1.41	2349.38	 
99570378	1.5	4690.58	5137.41
99570390	1.48	3968.84	4346.92
99570393	1.48	4758.01	4964.94
99570398	1.48	6255.64	 
99570527	1.41	2776.36	3168.69
99570679	1.5	4690.58	5137.41
99570683	1.43	6308.63	6513.23
99570695	1.48	7419.65	 
99570725	1.41	2412.88	2659.53
99570726	1.41	1106.19	1162.89
99570850	1.42	4465.23	4659.42
99570879	1.5	5192.31	5595.63
99570891	1.48	3968.84	4346.92
99570920	1.41	3262.36	3668.33
99570997	1.48	4371.1	4710.63
99571065	1.34	4795.79	5153.93
99571111	1.35	5681	6190.37
99571157	1.32	9830.35	10593.94
99571170	1.4	3379.11	 
99571202	1.36	3063.04	3495.89
99571215	1.35	3876.26	4424.02
99571216	1.35	3280.78	 
99571263	1.34	5480.69	6255.17
99571273	1.4	7809.53	 
99571301	1.36	2215.42	2387.5
99571314	1.35	3220.31	3444.47
99571316	1.35	3370.4	3641.35
99571353	1.32	15914.48	 
99571369	1.34	5057.1	5277.04
99571375	1.4	4094.24	4484.27
99571419	1.35	2905.14	3122.09
99571478	1.4	1795.95	1946.74
99571500	1.36	3063.04	3495.89
99571660	1.34	5057.1	5277.04
99571664	1.34	4795.79	5153.93
99571818	1.35	3220.31	3444.47
99571916	1.35	2905.14	3122.09
99571950	1.32	15914.48	 
99572042	1.19	5557.34	5989.01
99572110	1.15	4632.82	4834.31
99572214	1.15	5303.34	 
99572221	1.11	1532.22	1688.85
99572224	1.11	2586.45	2686.8
99572227	1.11	2514.41	2869.72
99572228	1.11	2586.45	2686.8
99572263	1.14	4213.78	4552.53
99572272	1.2	3126.3	3855.9
99572277	1.2	4729.28	5407.04
99572283	1.13	1297.82	1402.08
99572288	1.13	627.12	675.01
99572317	1.15	3977.48	4274.52
99572326	1.11	1864.34	2039.78
99572347	1.19	4566.63	5001.66
99572367	1.14	5030.96	 
99572383	1.13	1714.4	1812.95
99572384	1.13	1489.22	1600.43
99572386	1.13	957.94	1056.1
99572389	1.13	1489.22	1600.43
99572392	1.18	3637.72	3795.93
99572465	1.14	4674.46	5335.01
99572467	1.14	5181.69	5584.18
99572472	1.2	8727.71	9657.71
99572569	1.14	4255.56	4440.63
99572643	1.19	5557.34	5989.01
99572662	1.14	4674.46	5335.01
99572875	1.2	3272.23	3522.14
99572924	1.11	1414.5	1520.13
99572925	1.11	1805.75	 
99572929	1.11	2614.51	2878.84
99572944	1.19	4566.63	5001.66
99572962	1.14	5029.05	5404.61
99572975	1.2	5770.86	 
99572983	1.13	2160.54	 
99572984	1.13	1368.54	1534.68
99572986	1.13	1233.87	 
99572988	1.13	1163.08	 
99573014	1.85	2856.92	3055.78
99573036	1.87	4278.52	4686.1
99573038	1.87	8488.56	 
99573116	1.85	2181.65	2344.57
99573216	1.85	1935.4	 
99573251	1.82	3638.48	3985.09
99573253	1.82	4371.77	 
99573254	1.82	3503.24	 
99573257	1.82	3371.66	3633.55
99573258	1.82	3709.55	4088.75
99573295	1.88	10545.45	 
99573314	1.85	2581.39	2827.3
99573316	1.85	4359.56	4750.45
99573324	1.81	9055.3	 
99573328	1.81	9155.5	 
99573394	1.88	5931.97	6392.74
99573433	1.87	812.29	910.9
99573637	1.87	4203.1	 
99573691	1.88	6309.23	6947.1
99573692	1.88	5489.22	 
99573812	1.85	2677.63	 
99573817	1.85	2820.51	3039.6
99573898	1.88	4634.3	 
99573900	1.86	8460.57	9656.14
99573943	1.89	2853.71	2977.82
99573944	1.89	3614.26	 
99573947	1.89	3766.61	4104.33
99573948	1.89	2853.71	2977.82
99573952	1.82	3606.99	4116.7
99573953	1.82	3451.82	 
99573955	1.82	3371.66	3633.55
99573957	1.82	4540.85	 
99573958	1.82	3424.54	3680.28
99573959	1.82	3424.54	3680.28
99573992	1.88	5931.97	6392.74
99573998	1.88	10545.45	 
99573999	1.88	6067.68	 
99574097	1.68	6221.9	 
99574116	1.65	3070.59	 
99574118	1.65	1552.22	 
99574130	1.67	2624.94	 
99574137	1.67	4625.87	5187.44
99574199	1.68	5881.62	6441.92
99574211	1.65	4465.31	4922.84
99574391	1.68	6022.69	 
99574415	1.65	4843.59	5054.24
99574437	1.67	3811.52	4202.06
99574499	1.68	6022.69	 
99574538	1.67	4157.47	 
99574615	1.65	3673.72	3968.15
99574644	1.69	5493.56	5920.28
99574686	1.63	7238.04	8260.86
99574729	1.61	7792.03	8893.13
99574804	1.66	403.34	437.01
99574808	1.66	748.45	837.51
99574899	1.68	7161.2	8173.16
99574912	1.65	2700.15	2925.31
99575001	1.26	3536.54	3690.34
99575018	1.25	4654.61	5002.21
99575019	1.25	3993.85	4558.23
99575034	1.27	4168.35	4349.63
99575081	1.23	4055.12	4357.95
99575082	1.23	3052.49	3364.53
99575087	1.23	3052.49	3364.53
99575090	1.28	3383.41	3729.27
99575096	1.28	3397.44	3651.16
99575118	1.25	5611.98	 
99575131	1.27	2708.9	2915.79
99575134	1.27	3030.37	3319.05
99575153	1.22	6113.64	 
99575154	1.22	2671.98	2996.36
99575157	1.22	3536.99	3957.84
99575179	1.3	8054.87	 
99575185	1.23	4055.12	4357.95
99575186	1.23	4055.12	4357.95
99575216	1.25	5396.81	5948.49
99575236	1.27	3451	 
99575237	1.27	3030.37	3319.05
99575240	1.29	1389.18	1401.86
99575242	1.29	1199.71	1323.36
99575245	1.29	1363.12	1472.62
99575248	1.29	1657.17	1826.97
99575259	1.22	5861.54	6116.46
99575260	1.24	4523.77	5163.03
99575291	1.28	3713.86	4067.65
99575305	1.26	3229.61	3686
99575329	1.21	4840.39	 
99575335	1.27	3135.63	3369.79
99575381	1.23	4783.44	 
99575400	1.26	3751.54	4053.12
99575405	1.26	3536.54	3690.34
99575473	1.3	5162.26	5689.97
99575529	1.21	1158.01	 
99575579	1.3	2409.02	2749.44
99575621	1.21	1740.28	1861.41
99575626	1.21	5566.85	6242.66
99575672	1.3	5479.5	 
99575805	1.26	5446.89	6027.3
99575871	1.3	3834.22	4132.04
99575879	1.3	2409.02	2749.44
99575903	1.26	2513.61	2701.32
99575909	1.26	2026.66	 
99575930	1.27	6021.75	 
99575940	1.29	921.62	1003.8
99575941	1.29	1445.54	1508.41
99575946	1.29	1434.11	1541.21
99575947	1.29	1742.18	 
99575949	1.29	1553.47	1712.27
99576001	1.76	3781.6	4064
99576007	1.76	3814.53	 
99576009	1.76	4803.16	4989.52
99576011	1.75	3394.95	3741.99
99576055	1.72	7286	 
99576112	1.75	3394.95	3741.99
99576146	1.79	2132.98	2336.18
99576168	1.74	4616.53	5268.9
99576206	1.76	4828.19	5038.17
99576343	1.79	2105.56	2252.12
99576347	1.79	1984.07	 
99576364	1.74	3960.71	4338.02
99576456	1.72	7286	 
99576466	1.74	3199.65	3438.59
99576542	1.79	2285	 
99576544	1.79	2381.94	2573.42
99576580	1.73	5435.64	 
99576589	1.73	10527	 
99576705	1.76	3254.3	3586.97
99576818	1.75	4860.12	5071.49
99576843	1.79	2105.56	2252.12
99576912	1.75	3473.41	 
99576925	1.71	4256.03	 
99576938	1.77	4274.36	4681.55
99576944	1.79	2283.7	2414.98
99576947	1.79	2285	 
99576983	1.73	3881.93	4278.75
99577050	1.92	4068.94	 
99577121	1.91	638.72	695.67
99577123	1.91	1948.16	 
99577127	1.91	1473.36	 
99577228	1.91	2047.01	2242.01
99577250	1.92	4757.29	4964.19
99577265	1.94	4679.04	5235.78
99577285	1.93	4714.71	 
99577322	1.91	1801.21	1904.74
99577358	1.92	3855.56	 
99577480	1.93	6067.83	6331.72
99577517	1.95	6550.69	7059.52
99577550	1.92	4757.29	 
99577655	1.92	5158.38	5559.07
99577658	1.92	5541.04	6324.06
99577686	1.93	4865.01	5242.9
99577882	1.93	4714.71	 
99577920	1.91	993.9	1068.12
99577923	1.91	1268.81	1309.96
99577928	1.91	1725.35	1800.38
99577988	1.93	5244.3	5635.94
99578019	1.55	2993.39	3301.91
99578029	1.51	1012.09	1093.4
99578031	1.57	6620.33	 
99578109	1.56	3268.04	3517.64
99578113	1.55	7788.13	8888.68
99578127	1.51	7022.87	 
99578203	1.56	5562.95	6009.85
99578226	1.51	7936.42	9057.92
99578289	1.53	4579.57	 
99578303	1.56	1906.89	 
99578312	1.55	6861.62	7160.03
99578348	1.59	5476.33	6036.14
99578365	1.54	2289.92	 
99578414	1.55	7788.13	8888.68
99578516	1.55	5050.5	5442.81
99578522	1.51	4111.68	4535.46
99578529	1.51	4745.9	5198.01
99578580	1.53	3867.91	4328.14
99578591	1.58	5057.16	5538.91
99578611	1.55	7684.24	 
99578626	1.51	4796.45	5287.9
99578642	1.59	5023.25	5501.78
99578693	1.58	4190.87	4783.09
99578729	1.51	733.28	789.28
99578742	1.59	5895.91	 
99578784	1.53	4769.84	5285.39
99578933	1.57	4203.49	4517.4
99578941	1.59	5822.94	 
99578944	1.59	8911.65	 
99579176	1.1	7557.58	8144.62
99579233	1.07	4009.36	4512.28
99579238	1.07	6174.91	6807.61
99579239	1.07	3459.81	3816.39
99579241	1.09	2793.49	 
99579242	1.09	2793.1	3079.29
99579243	1.09	3102.65	3281
99579249	1.09	3449.08	3758.32
99579264	1.04	2715.8	 
99579266	1.04	2729.69	2949.12
99579269	1.04	3502.26	 
99579270	1.1	9008.39	9400.17
99579273	1.1	7760.51	7470.78
99579277	1.1	7117.68	7795.73
99579291	1.08	3242.25	3551.12
99579294	1.08	3004.48	3237.86
99579335	1.07	4988.53	5582.1
99579337	1.07	3579.82	 
99579931	1.07	6174.91	6807.61
99579933	1.07	3279.6	3530.07
99579939	1.07	3459.81	3816.39
99579947	1.09	2560.99	2759.92
99579952	1.02	9030.41	 
99579954	1.02	12008.47	12511.93
99579956	1.02	10510.74	11295.66
99579964	1.04	2765.28	2885.55
99579966	1.04	2765.28	2885.55
99579977	1.1	7347.75	7930.42
99579979	1.1	7117.68	 
99579981	1.03	4439.57	4796.47
99579987	1.03	4439.57	 
99579988	1.03	4309.2	4609.15
99579995	1.08	3004.48	3237.86
99579997	1.08	4712.79	 
99579998	1.08	3835.74	4102.73
99590150	1.42	5341.92	 
99590351	1.42	4140.69	4535.15
99606925	3.71	3958.6	4439.17
99608179	3.6	4563.8	4918.3
99608876	3.6	4563.8	4918.3
99614073	3.7	5211.1	5615.88
99614075	3.7	4067.41	4371.16
99614278	3.7	4174.03	4600.72
99614475	3.7	1273.42	 
99614970	3.7	5508.15	5747.7
99614971	3.7	4174.03	 
99619160	3.04	8434.95	9191.24
99619261	3.04	8083.85	 
99619364	3.04	8311.58	8789.35
99619460	3.04	6336.31	6939.93
99619464	3.04	8083.85	 
99619465	3.04	6507.18	7030.29
99619860	3.04	8434.95	9191.24
99619966	3.04	6616.86	 
99636350	3.72	5233.95	5461.58
99646121	3.71	5642.09	6439.39
99676124	3.71	4510.47	 
99676126	3.71	5508.07	5721.78
99676320	3.71	5642.09	6439.39
99676357	3.72	4378.8	4997.57
99676626	3.71	4481.38	4908.29
99676658	3.72	3323.29	3639.88
99676853	3.72	3430.42	 
99678179	3.6	4563.8	 
99678576	3.6	5546.82	6075.22
99678670	3.6	5546.82	6075.22
99678677	3.6	5893.34	6726.13
99678877	3.6	6127.95	6747.5
99678978	3.6	6276.52	 
99710010	2.45	8274.96	 
99710018	2.45	5784.38	6116.88
99710038	2.47	6987.61	7389.28
99710050	2.42	6874.16	7426.77
99710074	2.5	9517.04	10525.18
99710084	2.43	1390.99	 
99710096	2.48	5260.75	5626.94
99710181	2.43	7531.89	8056.16
99710187	2.43	1737.07	1876.62
99710193	2.48	5660.74	5986.13
99710298	2.48	5604.51	6107.01
99710315	2.45	5151.11	5565.21
99710319	2.45	4285.58	4583.89
99710689	2.43	8305.92	8667.14
99710774	2.5	8414.49	8898.17
99710856	2.42	5352.56	5725.14
99711172	2.4	5814.38	6148.61
99711176	2.4	3858.45	 
99711177	2.4	799.67	866.43
99711362	2.34	5076.94	5485.08
99712041	2.19	8133.68	8601.22
99712172	2.2	5104.85	5515.23
99712176	2.2	4895.95	5236.74
99712210	2.15	6724.27	7110.8
99712216	2.15	6457.07	6976.16
99712217	2.15	6724.27	7110.8
99712218	2.15	4226.66	4520.87
99712240	2.19	6980.97	7542.17
99712242	2.19	12199.3	 
99712274	2.2	5104.85	5515.23
99712371	2.2	2928.56	3173.05
99712390	2.18	4159.25	 
99712394	2.18	3048.41	3293.47
99712901	2.16	24968.06	27206.73
99712902	2.16	20041.83	 
99712905	2.16	24968.06	27206.73
99712907	2.16	22460.29	23751.35
99713094	2.88	5752.17	6082.82
99713134	2.87	4872.67	5211.84
99713197	2.88	4501.26	4863.11
99713300	2.86	659.3	718.1
99713392	2.88	5868.44	6394.61
99713400	2.86	545.65	591.2
99713501	2.86	5435.39	5813.73
99713934	2.87	4302.93	4648.85
99713999	2.88	4931.43	5274.69
99714126	2.61	5946.53	 
99714185	2.63	5807.25	6274.09
99714324	2.61	5946.53	6360.45
99714346	2.69	5010.75	5413.57
99714387	2.63	7981.49	8697.12
99714927	2.61	6298.78	6636.52
99714938	2.67	2152.94	2410.95
99714942	2.69	3945.46	4220.08
99714995	2.68	4807.96	5054.42
99715029	2.21	4144.66	4490.67
99715095	2.28	3776.34	3993.41
99715251	2.22	2325.03	2538.27
99715258	2.22	3958.68	4237.11
99715286	2.23	4327.76	4629
99715352	2.22	3486.48	3693.31
99715357	2.22	3238.21	3432.65
99715358	2.22	1407.15	1595.08
99715365	2.24	5239.44	5604.14
99715823	2.21	1393.52	1509.86
99715932	2.27	8103.69	8755.14
99715933	2.27	7865.71	8413.22
99715934	2.27	8103.69	8755.14
99715939	2.27	4648.94	5037.05
99715954	2.22	1321.1	 
99715958	2.22	2325.03	2538.27
99715985	2.23	2588.92	2797.04
99716062	2.74	3543.59	3790.25
99716092	2.78	3149.89	3381.09
99716186	2.73	6822.98	7215.18
99716235	2.77	5553.55	6000
99716258	2.72	5136.97	5597.55
99716285	2.73	5926.16	6402.57
99716352	2.72	3019.32	3262.04
99716360	2.74	3828.27	4048.33
99716369	2.74	3591.6	3880.33
99716396	2.78	1338.37	1445.89
99716629	2.71	3229.92	3489.57
99716892	2.78	941.21	1013.1
99716902	2.76	4168.14	4458.27
99716903	2.76	4168.14	4458.27
99716905	2.76	4294.24	4639.46
99716929	2.71	3229.92	3489.57
99716958	2.72	3019.32	3262.04
99716970	2.8	553.62	597.71
99716971	2.8	514.2	555.53
99716979	2.8	665.5	725.17
99716994	2.78	2931.48	3282.8
99717365	2.94	6448.63	6967.03
99717366	2.94	5853.32	6107.89
99717861	2.94	3699.46	4008.31
99717911	2.95	5901.86	6312.67
99717915	2.95	6097.52	6448.02
99717916	2.95	6778.33	 
99717917	2.95	6097.52	6448.02
99717919	2.95	5901.86	6312.67
99718007	2.56	1382.3	1505.56
99718014	2.55	5842.32	6141.8
99718015	2.55	5842.32	6141.8
99718016	2.55	2533.84	2745.37
