AID	CLUSTER2	GSWGT3_2	GSWGT3
93571857	1.32	9830.35	10593.94
93571862	1.34	4795.79	5153.93
93571911	1.35	4037.86	 
93572076	1.2	4255.93	4690.99
93572102	1.16	5791.42	6343.13
93572118	1.15	4774.49	5145.36
93572140	1.19	4566.63	5001.66
93572164	1.14	5029.05	5404.61
93572169	1.14	5029.05	5404.61
93572199	1.18	3041.84	3269
93572200	1.16	6001.67	 
93572225	1.11	2056.57	2216.31
93572227	1.11	1414.5	1520.13
93572276	1.2	5258.12	5924.36
93572283	1.13	1547.65	1766.35
93572284	1.13	1162.11	1265.74
93572287	1.13	1714.4	1812.95
93572290	1.18	1888.4	2035.08
93572322	1.11	1555.56	 
93572342	1.19	5587.29	6004.54
93572346	1.19	4043.39	4352.2
93572365	1.14	3960.83	4338.15
93572369	1.14	5030.96	 
93572371	1.2	4634.08	 
93572376	1.2	3953.51	4330.13
93572383	1.13	1368.54	1534.68
93572388	1.13	1331.55	1489.99
93572389	1.13	1037.03	1143.04
93572390	1.18	3637.72	3795.93
93572391	1.18	2165.21	2371.47
93572393	1.18	3383.84	3862.02
93572443	1.19	1651.42	 
93572448	1.19	5366.55	 
93572462	1.14	4714.91	 
93572668	1.14	3960.83	4338.15
93572802	1.16	4743.75	5228.67
93572804	1.16	6001.67	 
93572808	1.16	5114.21	5496.13
93572910	1.15	4984.02	5688.32
93572941	1.19	5616.42	 
93572948	1.19	5366.55	 
93572971	1.2	5425.43	6011.84
93572975	1.2	1973.81	 
93572977	1.2	1990.48	2194.43
93572988	1.13	1547.65	1766.35
93572993	1.18	2120.01	 
93573039	1.87	4204.82	 
93573115	1.85	2181.65	2344.57
93573118	1.85	2820.51	3039.6
93573190	1.88	5056.48	5276.39
93573223	1.81	2719.95	2887.74
93573496	1.88	6067.68	6925.11
93573618	1.85	2856.92	3055.78
93573631	1.87	812.29	910.9
93573639	1.87	4278.52	4686.1
93573694	1.88	4476.36	4937.71
93573699	1.88	5088.19	5496.96
93573916	1.85	4359.56	4750.45
93573940	1.89	3018.1	3305.61
93573942	1.89	2734.25	2924.58
93573945	1.89	3066.78	 
93573949	1.89	3066.78	3380.28
93573950	1.82	4540.85	4947.99
93573951	1.82	3451.82	3601.95
93573959	1.82	3709.55	4088.75
93573994	1.88	6688.06	6482.43
93574023	1.61	1452.96	1610
93574109	1.66	861.94	931.19
93574203	1.66	1325.16	 
93574247	1.69	4436.54	 
93574300	1.66	7824.93	 
93574305	1.66	811.12	878.83
93574336	1.67	3771.36	4130.63
93574426	1.61	6626.25	7257.49
93574434	1.67	5177.58	 
93574504	1.66	791.4	872.97
93574520	1.61	6717.41	7239.2
93574605	1.66	3711.2	4152.78
93574632	1.67	1705.19	1879.91
93574688	1.63	7954.96	 
93574791	1.68	7242.67	7805.25
93574818	1.65	1330.18	1565.64
93574885	1.63	8851.39	 
93574894	1.68	6693.26	7377.47
93574917	1.65	3147.72	 
93574932	1.67	3778.13	4167.52
93575016	1.25	5611.98	 
93575021	1.21	6548.94	 
93575027	1.21	4869.04	5240.91
93575076	1.3	5162.26	5689.97
93575084	1.23	2104.6	2360.09
93575117	1.25	4726.45	4932.01
93575122	1.21	4869.04	5240.91
93575124	1.21	6548.94	 
93575132	1.27	4409.05	 
93575154	1.22	6172.2	 
93575158	1.22	6113.64	 
93575181	1.23	2822.71	 
93575184	1.23	2441.04	2637.15
93575232	1.27	3234.69	 
93575233	1.27	3030.37	 
93575244	1.29	921.62	1003.8
93575248	1.29	1431.16	1577.8
93575249	1.29	831.33	900.74
93575275	1.3	2961.45	3076.35
93575287	1.23	3726.51	4178.9
93575290	1.28	1322.29	1423.27
93575309	1.26	3006.44	3313.77
93575329	1.21	2121.6	2230.35
93575336	1.27	3916.79	4470.27
93575354	1.22	4117.27	4437.08
93575384	1.23	4738.06	 
93575385	1.23	4055.12	4357.95
93575389	1.23	4064.14	4451.3
93575392	1.28	3713.86	4067.65
93575395	1.28	4212.66	4807.96
93575398	1.28	3397.44	3651.16
93575400	1.26	3536.54	3690.34
93575403	1.26	3236.77	3462.07
93575407	1.26	5446.89	 
93575425	1.21	4869.04	5240.91
93575621	1.21	4840.39	 
93575624	1.21	2785.23	 
93575625	1.21	4869.04	5240.91
93575804	1.26	3751.54	4053.12
93575809	1.26	2513.61	2701.32
93575820	1.21	1158.01	1261.27
93575835	1.27	3916.79	4470.27
93575908	1.26	4011.84	 
93575910	1.25	5792.87	 
93575924	1.21	1158.01	1261.27
93575946	1.29	921.62	1003.8
93575948	1.29	2300.05	 
93575964	1.24	5053.43	 
93575980	1.23	6078.78	6937.78
93575983	1.23	3052.49	 
93575998	1.28	4597.26	 
93576009	1.76	4828.19	5038.17
93576037	1.77	4274.36	4681.55
93576040	1.79	2381.94	2573.42
93576196	1.78	467.81	523.47
93576206	1.76	5642.08	6439.37
93576251	1.72	4690.46	 
93576265	1.74	3960.71	4338.02
93576343	1.79	2650.2	3024.7
93576458	1.72	4842.9	5337.96
93576488	1.73	4996.07	 
93576493	1.78	610.35	 
93576534	1.77	5203.02	 
93576538	1.77	4274.36	4681.55
93576563	1.74	3199.65	3438.59
93576574	1.8	5038.03	5749.96
93576638	1.77	5203.02	 
93576682	1.73	3881.93	4278.75
93576741	1.79	2105.56	2252.12
93576794	1.78	476.31	525.4
93576803	1.76	4091.55	4409.37
93576840	1.79	2250.86	2365.84
93576898	1.78	5112.84	5635.49
93576924	1.71	4265.35	4596.66
93577057	1.92	4960.94	 
93577121	1.91	1268.81	 
93577123	1.91	3070.49	3345.79
93577126	1.91	3709.24	 
93577151	1.92	4068.94	 
93577157	1.92	4028.02	4439.78
93577184	1.93	6067.83	6331.72
93577225	1.91	567.32	614.69
93577262	1.94	4520.95	 
93577320	1.91	1268.81	 
93577321	1.91	1473.36	1649.94
93577328	1.91	3709.24	4104.49
93577658	1.92	3110.76	3431.38
93577680	1.93	6067.83	6331.72
93577922	1.91	2303.52	2629.03
93577953	1.92	4960.94	 
93578019	1.55	4625.53	4970.95
93578025	1.51	1338.96	 
93578040	1.59	6469.44	 
93578082	1.53	1544.76	1754.13
93578101	1.56	4474.48	5017.67
93578116	1.55	4459.19	4799.75
93578142	1.59	6614.38	 
93578168	1.54	3437.75	3628.09
93578170	1.6	17775.98	 
93578217	1.55	2993.39	3301.91
93578231	1.57	5264.64	5493.61
93578249	1.59	5476.33	6036.14
93578290	1.58	5057.16	5538.91
93578309	1.56	1531.41	1688.32
93578314	1.55	6861.62	7160.03
93578315	1.55	4338.69	4854.94
93578347	1.59	6469.44	7383.65
93578380	1.53	1004.11	1080.79
93578413	1.55	7684.24	 
93578435	1.57	4735.55	 
93578443	1.59	5822.94	6257.79
93578447	1.59	6469.44	7383.65
93578486	1.53	1004.11	 
93578493	1.58	4246.95	4576.84
93578500	1.56	1443.28	1559.23
93578507	1.56	3268.04	3517.64
93578536	1.57	5496.76	5938.35
93578537	1.57	3103.2	3423.03
93578548	1.59	5822.94	6257.79
93578609	1.56	1313.73	1473.21
93578685	1.53	1160.98	 
93578693	1.58	3798.94	4187.29
93578735	1.57	4824.73	5199.5
93578741	1.59	8911.65	 
93578861	1.54	3311.19	3564.07
93578897	1.58	3798.94	4187.29
93578937	1.57	835.87	903.02
93578961	1.54	3533.27	3894.46
93579233	1.07	7067.83	7698.9
93579234	1.07	3459.81	3816.39
93579239	1.07	6174.91	6807.61
93579260	1.04	2516.64	2712.12
93579266	1.04	2743.42	2948.3
93579267	1.04	2971.75	 
93579273	1.1	6245.8	6884.27
93579278	1.1	9615.53	10333.6
93579292	1.08	4712.79	 
93579293	1.08	3951.79	4269.47
93579298	1.08	5070.26	 
93579331	1.07	3955.55	 
93579333	1.07	4399.69	4933.81
93579336	1.07	5915.45	6633.58
93579339	1.07	5963.78	6640.97
93579379	1.1	6245.8	6884.27
93579934	1.07	3785.72	4089.85
93579938	1.07	4988.53	5582.1
93579945	1.09	3449.08	3758.32
93579948	1.09	3102.65	3281
93579949	1.09	2763.66	3026.94
93579958	1.02	8603.76	9533.08
93579959	1.02	11375.91	12029.83
93579961	1.04	3048.91	3224.17
93579963	1.04	2743.42	2948.3
93579966	1.04	2799.47	 
93579977	1.1	9008.39	9400.17
93579982	1.03	4833.27	5327.34
93579984	1.03	5270.38	5573.33
93579988	1.03	5858.84	6384.15
93579993	1.08	4003.32	4177.43
93579994	1.08	3242.25	3551.12
93579995	1.08	3639.95	3849.18
93579999	1.08	3242.25	3551.12
93593001	1.86	8460.57	9656.14
93606129	3.71	4307.68	4629.37
93606726	3.71	4307.68	4629.37
93606824	3.71	708.47	781.07
93608178	3.6	4563.8	4918.3
93614072	3.7	6831.18	 
93614271	3.7	4174.03	4600.72
93614277	3.7	5508.15	5747.7
93614974	3.7	5211.1	5615.88
93614977	3.7	849.16	914.01
93619060	3.04	10016.06	 
93619164	3.04	8311.58	8789.35
93619267	3.04	8434.95	9191.24
93619360	3.04	8434.95	9191.24
93619361	3.04	6507.18	7030.29
93619466	3.04	8311.58	8789.35
93619861	3.04	8311.58	8789.35
93619869	3.04	8083.85	 
93624272	3.7	4067.41	4371.16
93624972	3.7	3755.1	 
93636258	3.72	4918.48	 
93676125	3.71	619.18	694.35
93676351	3.72	4378.8	4997.57
93676527	3.71	468.23	503.99
93676754	3.72	4918.48	 
93678272	3.6	6276.52	 
93678674	3.6	5700.19	6125.87
93678779	3.6	6577.18	7249.53
93710031	2.47	5727.77	6188.22
93710092	2.48	5660.74	5986.13
93710179	2.5	7098.41	 
93710182	2.43	8183.78	8917.55
93710217	2.45	6049.35	6333.5
93710235	2.47	1116.72	 
93710318	2.45	5151.11	5565.21
93710319	2.45	8274.96	9016.91
93710356	2.42	7985.04	8700.99
93710397	2.48	5260.75	5626.94
93710450	2.42	6874.16	7426.77
93710473	2.5	8414.49	8898.17
93710489	2.43	1292.63	 
93710587	2.43	6912.74	7889.58
93710876	2.5	8414.49	8898.17
93710913	2.45	1760.68	 
93710914	2.45	5784.38	6116.88
93711070	2.4	2569.27	2798.37
93711378	2.4	4783.97	5168.55
93711876	2.4	8041	8761.97
93711961	2.34	5076.94	5485.08
93712210	2.15	6682.25	7281.39
93712270	2.2	8137.78	8605.55
93712272	2.2	8137.78	8605.55
93712292	2.18	3550.66	3797.81
93712295	2.18	3550.66	3797.81
93712347	2.19	6980.97	 
93712399	2.18	3048.41	3293.47
93712910	2.15	4226.66	4520.87
93713033	2.87	889	995.54
93713294	2.88	5752.17	6082.82
93713335	2.87	828.56	910.92
93713409	2.86	3924.36	 
93713602	2.86	8178.36	8911.64
93714010	2.65	21976.37	23239.62
93714017	2.65	11979.4	13415.05
93714021	2.61	6596.13	7121.54
93714082	2.63	5807.25	6274.09
93714087	2.63	5748.33	6148.45
93714092	2.68	7112.41	7684.17
93714111	2.65	7987.34	8446.47
93714126	2.61	8326.55	9073.11
93714190	2.68	1203.23	1303.68
93714234	2.67	3383.51	3665.98
93714236	2.67	3897.2	4244.72
93714292	2.68	4380.48	4905.45
93714387	2.63	5807.25	6274.09
93714398	2.68	5384.53	5793.6
93714890	2.68	6015.78	6361.58
93714896	2.68	4080.26	4420.9
93714914	2.65	17547.94	 
93714941	2.69	4993.57	5280.62
93714984	2.63	5807.25	6274.09
93715253	2.22	3238.21	3432.65
93715257	2.22	1491.33	1611.21
93715269	2.24	6310.52	6817.82
93715362	2.24	8063.93	8527.46
93715394	2.28	2800.3	 
93715890	2.28	2668.06	2987.81
93715922	2.21	7224.66	7805.45
93715932	2.27	8103.69	8755.14
93715933	2.27	8103.69	8755.14
93715935	2.27	8256.64	8996.94
93715937	2.27	5576.25	6073.5
93715953	2.22	3958.68	4237.11
93715982	2.23	4746.03	5018.84
93715989	2.23	4327.76	4629
93715990	2.28	2800.3	3034.07
93716058	2.72	3547.63	3794.57
93716092	2.78	3156.11	3437.54
93716093	2.78	4237.07	4577.68
93716159	2.72	4439.83	4695.04
93716196	2.78	5462.42	5776.41
93716198	2.78	941.21	 
93716260	2.74	3661.59	3854.61
93716333	2.77	9703.68	10573.72
93716352	2.72	3019.32	3262.04
93716393	2.78	941.21	1013.1
93716424	2.71	5562.67	6061.43
93716669	2.74	3591.6	3880.33
93716905	2.76	4168.14	4458.27
93716911	2.75	4573.89	4892.27
93716915	2.75	5446.15	5883.97
93716921	2.71	3229.92	3489.57
93716927	2.71	3229.92	3489.57
93716970	2.8	514.2	555.53
93716975	2.8	595.08	636.5
93716976	2.8	295.57	324.95
93716993	2.78	3707.81	3990.99
93717060	2.94	5853.32	6107.89
93717156	2.92	8297.56	 
93717162	2.94	6622.9	 
93717257	2.92	6774.34	7137.58
93717265	2.94	5853.32	 
93717464	2.94	1464.63	1576.49
93717868	2.94	3803.92	4094.44
93717869	2.94	7151.84	7793.08
93717956	2.92	6842.86	 
93717958	2.92	6395.49	6840.66
93717967	2.94	6448.63	6967.03
93718017	2.55	4183.82	4599.79
93718046	2.59	5406.44	5717.22
93718100	2.56	3746.36	4195.34
93718123	2.51	1203.58	 
93718129	2.51	4932.13	5523.21
93718173	2.6	9560.85	10418.09
93718192	2.58	4227.62	4521.9
93718206	2.56	4241.05	4458.45
93718273	2.6	6987.85	7549.6
93718280	2.53	5163.51	5623.95
93718312	2.55	4925.73	5268.59
93718316	2.55	1854.78	1949.85
93718326	2.51	7888	8341.41
93718368	2.54	5257.94	5527.47
93718377	2.6	7228.51	7644.02
93718397	2.58	4227.62	4521.9
93718821	2.51	8092.04	8655.29
93718943	2.59	6327.52	6836.19
93718944	2.59	7765.04	8461.26
93719930	2.07	2792.14	 
93719938	2.07	1846.18	2067.43
93719971	2.1	6976.12	7461.7
93719972	2.1	12428.88	13428.04
94316255	4.72	5447.81	5703.7
94500172	1.5	4690.58	5137.41
94500212	1.45	5002.79	5514.19
94500284	1.43	1211.04	1335.13
94500619	1.45	5989.51	 
94500874	1.5	6964.2	 
94500877	1.5	5192.31	 
94500878	1.5	4657.86	5134.01
94500925	1.41	2412.88	2659.53
94501957	1.32	9830.35	10593.94
94503030	1.87	891.01	 
94503036	1.87	4833.98	5194.97
94503334	1.87	4450.85	4905.83
94503834	1.87	4278.52	4686.1
94503902	1.86	4052.41	4466.67
94503909	1.86	6689.27	6980.19
94504082	1.63	7860.57	8471.15
94504188	1.63	7229.77	7769.68
94504223	1.61	1062.94	1191.98
94504325	1.61	6717.41	7239.2
94504408	1.66	791.4	872.97
94504708	1.66	1413.88	1527.54
94504728	1.61	7829.71	 
94504828	1.61	7829.71	 
94504991	1.68	7242.67	7805.25
94504994	1.68	6483.78	7251.96
94506049	1.79	2198.35	2293.96
94506051	1.72	1167.63	 
94506190	1.78	801.19	 
94506247	1.79	2906.63	 
94506254	1.72	5972.38	6232.12
94506271	1.8	4722.72	5205.5
94506321	1.71	3568.58	3854.59
94506340	1.79	2132.98	2336.18
94506342	1.79	2524.99	2858.53
94506376	1.8	4568.4	4923.25
94506686	1.73	4996.07	5384.15
94506933	1.77	4161.65	4587.08
94506999	1.78	5112.84	5635.49
94507152	1.92	5541.04	6324.06
94507214	1.95	6171.52	 
94508068	1.54	788.62	921.9
94508165	1.54	7039.87	7848.97
94508237	1.57	6554.89	7481.17
94508423	1.51	4745.9	5198.01
94508567	1.54	3583.69	4165.01
94508662	1.54	3437.75	3628.09
94508679	1.6	21769.19	 
94508733	1.57	6554.89	7481.17
94508929	1.51	7151	7719.72
94540213	1.45	9227.81	 
94540311	1.45	5002.79	5514.19
94543807	1.86	3661.83	4010.67
94543907	1.86	8460.57	9656.14
94544200	1.66	748.45	837.51
94544304	1.66	7207.79	7521.26
94546874	1.8	4371.65	4698.12
94548379	1.6	16746.27	 
94548977	1.6	17101.02	18378.09
94570029	1.41	2807.72	3033.43
94570078	1.5	7216.6	 
94570083	1.43	1106.59	1240.93
94570097	1.48	3968.84	4346.92
94570151	1.42	5192.89	5926.7
94570199	1.48	4990.14	5362.79
94570220	1.41	2295.77	2474.09
94570320	1.41	2807.72	 
94570384	1.43	8348.29	8996.75
94570476	1.5	4690.58	 
94570479	1.5	8054.35	9192.52
94570493	1.48	6255.64	 
94570526	1.41	4623.71	 
94570527	1.41	2412.88	2659.53
94570620	1.41	2349.38	2425.58
94570694	1.48	5010.2	5718.2
94570696	1.48	3968.84	4346.92
94570699	1.48	4990.14	5362.79
94570833	1.47	4686.49	5050.52
94570851	1.42	4140.69	4535.15
94570914	1.45	680.12	 
94570920	1.41	2208.16	2418.52
94570921	1.41	2776.36	3168.69
94571009	1.36	2268.95	2438.39
94571010	1.35	3280.78	3387.18
94571015	1.35	4037.86	 
94571074	1.4	1810.63	1948.91
94571100	1.36	2952.51	 
94571160	1.34	6499.07	 
94571176	1.4	1687.81	 
94571279	1.4	7809.53	8913.11
94571310	1.35	3220.31	3444.47
94571364	1.34	5480.69	6255.17
94571367	1.34	6499.07	6709.85
94571403	1.36	2268.95	2438.39
94571405	1.36	2524.15	2699.85
94571407	1.36	3485.3	3797.8
94571468	1.34	5057.1	5277.04
94571501	1.36	3485.3	3797.8
94571502	1.36	2200.18	2295.87
94571506	1.36	2654.25	2806.82
94571751	1.32	1044.34	1168.6
94571818	1.35	3370.4	3641.35
94571870	1.4	2290.45	2461.5
94571903	1.36	2952.51	 
94571906	1.36	2200.44	2377.33
94571910	1.35	3830.66	4128.21
94571971	1.4	7809.53	8913.11
94572040	1.19	1981.21	2184.21
94572046	1.19	5557.34	5989.01
94572066	1.14	4674.46	5335.01
94572104	1.16	6001.67	 
94572160	1.14	7566.71	 
94572194	1.18	3383.84	3862.02
94572206	1.16	5063.31	5283.52
94572208	1.16	4743.75	5228.67
94572216	1.15	5556.44	 
94572220	1.11	1414.5	1520.13
94572227	1.11	1414.5	1520.13
94572263	1.14	3960.83	4338.15
94572285	1.13	1738.21	2234.75
94572288	1.13	957.94	1056.1
94572308	1.16	4975.79	5678.92
94572312	1.15	5303.34	5475.34
94572318	1.15	4632.82	4834.31
94572325	1.11	5132.14	5592.29
94572326	1.11	1453.38	1582.98
94572343	1.19	5366.55	 
94572377	1.2	4255.93	4690.99
94572380	1.13	1297.82	1402.08
94572385	1.13	1368.54	1534.68
94572396	1.18	1888.4	2035.08
94572560	1.14	5030.96	 
94572567	1.14	3960.83	4338.15
94572661	1.14	7566.71	8373
94572667	1.14	5029.05	5404.61
94572878	1.2	5163.75	5549.37
94572912	1.15	3977.48	4274.52
94572918	1.15	5303.34	 
94572923	1.11	2888.9	3121.14
94572929	1.11	2599.93	2713
94572944	1.19	5587.29	6004.54
94572977	1.2	4436.93	 
94572981	1.13	1714.4	1812.95
94572984	1.13	947.85	 
94572988	1.13	1746.45	1868.01
94572989	1.13	1746.45	1868.01
94573092	1.88	5796.28	6388.8
94573223	1.81	5160.92	5209.55
94573232	1.87	4204.82	 
94573325	1.81	3836.45	 
94573418	1.85	2720.83	2839.16
94573439	1.87	607.63	 
94573497	1.88	5056.48	5276.39
94573690	1.88	5796.28	 
94573691	1.88	5489.22	 
94573693	1.88	6152.72	 
94573699	1.88	5672.96	6204.04
94573941	1.89	2734.25	2924.58
94573944	1.89	4386.97	 
94573949	1.89	3614.26	 
94573951	1.82	5288.73	 
94573955	1.82	4084.77	4319.58
94573957	1.82	3709.55	4088.75
94574031	1.67	5855.01	6309.8
94574105	1.66	894.71	 
94574112	1.65	1048.44	1128.51
94574118	1.65	7972.49	8612.97
94574119	1.65	4817.29	 
94574128	1.61	6942.2	7244.12
94574135	1.67	11274.61	12867.84
94574140	1.69	4118.22	4539.2
94574235	1.67	1438.95	1587.25
94574237	1.67	5033.79	 
94574241	1.69	4436.54	 
94574281	1.63	8851.39	 
94574310	1.65	2700.15	 
94574388	1.63	8936.17	 
94574412	1.65	9507.21	10850.68
94574414	1.65	4418.26	4839.15
94574430	1.67	8758.87	 
94574494	1.68	5881.62	6441.92
94574536	1.67	9076.32	 
94574729	1.61	7829.71	 
94574743	1.69	780.44	 
94574748	1.69	8520.46	9724.5
94574802	1.66	1106.7	1170.32
94574815	1.65	3147.72	3388.13
94574830	1.67	4892.17	 
94575006	1.26	3199.14	3447.63
94575026	1.21	1533.81	1650.95
94575029	1.21	1032.69	1124.77
94575061	1.24	4523.77	5163.03
94575068	1.24	4235.01	4667.93
94575076	1.3	8054.87	 
94575116	1.25	5396.81	5948.49
94575130	1.27	4409.05	 
94575133	1.27	3234.69	3485.95
94575152	1.22	3538.02	3875.07
94575172	1.3	5479.5	 
94575194	1.28	3713.86	4067.65
94575195	1.28	3713.86	4067.65
94575211	1.25	3680.27	3966.14
94575218	1.25	5396.81	5948.49
94575228	1.21	4869.04	5240.91
94575231	1.27	6021.75	 
94575247	1.29	1445.54	1508.41
94575261	1.24	4523.77	5163.03
94575263	1.24	1775.61	1918.25
94575278	1.3	843.79	908.23
94575308	1.26	3229.61	3686
94575320	1.21	2154.21	2327.28
94575333	1.27	3030.37	3319.05
94575367	1.24	6622.42	 
94575387	1.23	4353.03	4698.22
94575393	1.28	1741.98	1953.46
94575425	1.21	5566.85	6242.66
94575463	1.24	4374.05	4713.81
94575471	1.3	5162.26	5689.97
94575522	1.21	2121.6	2230.35
94575622	1.21	1776.39	2076.2
94575805	1.26	2966.07	3248.62
94575838	1.27	4409.05	 
94575868	1.24	4235.01	4667.93
94575872	1.3	5479.5	 
94575876	1.3	8054.87	 
94575907	1.26	3106.33	3406.54
94575920	1.21	4417.69	4943.34
94575940	1.29	921.62	1003.8
94575941	1.29	1426.93	1541.64
94575943	1.29	922.18	992.61
94575945	1.29	1434.11	1541.21
94575948	1.29	1434.11	1541.21
94575955	1.22	1864.33	2056.47
94575966	1.24	4334.86	4523.38
94575985	1.23	2357.38	2600.34
94575991	1.28	1660	1857.52
94576007	1.76	3781.6	4064
94576024	1.71	4481.82	 
94576105	1.76	5510.46	6243.74
94576154	1.72	5655.84	6078.21
94576216	1.75	3588.45	3930.29
94576232	1.77	3933.64	 
94576254	1.72	4842.9	5337.96
94576263	1.74	3397.08	3744.34
94576281	1.73	5469.14	6241.99
94576285	1.73	4120.64	4159.47
94576292	1.78	6691.63	 
94576344	1.79	2083.79	2296.81
94576352	1.72	4690.46	 
94576357	1.72	4690.46	 
94576395	1.78	4911.99	5293.53
94576411	1.75	4287.82	4620.88
94576432	1.77	4019.44	4331.65
94576537	1.77	4274.36	4681.55
94576615	1.75	4860.12	5071.49
94576631	1.77	3933.64	 
94576646	1.79	1945.61	 
94576659	1.72	4690.46	 
94576661	1.74	3199.65	3438.59
94576685	1.73	3881.93	4278.75
94576706	1.76	3325.68	 
94576844	1.79	2283.7	2414.98
94576943	1.79	2023.07	2180.21
94576985	1.73	4532.01	4870.45
94576986	1.73	3978.68	 
94577061	1.94	5365.82	5918.85
94577082	1.93	3943.33	4244.49
94577084	1.93	1682.77	 
94577123	1.91	1801.21	1904.74
94577128	1.91	993.9	1068.12
94577181	1.93	3834.48	4165.75
94577222	1.91	1725.35	1800.38
94577226	1.91	3709.24	 
94577229	1.91	2303.52	2629.03
94577264	1.94	5365.82	5918.85
94577361	1.94	5584.77	6001.83
94577452	1.92	5158.38	5559.07
94577480	1.93	5244.3	5635.94
94577781	1.93	6067.83	6331.72
94577921	1.91	1643.25	1811.23
94577923	1.91	1643.25	1811.23
94577924	1.91	2303.52	2629.03
94577981	1.93	5244.3	5635.94
94578088	1.53	4724.59	 
94578096	1.58	5057.16	 
94578101	1.56	1236.2	 
94578110	1.55	6861.62	7160.03
94578117	1.55	1811.75	 
94578127	1.51	733.28	789.28
94578142	1.59	5023.25	5501.78
94578149	1.59	6803.27	7331.72
94578194	1.58	4427.93	 
94578218	1.55	4267.64	4704.92
94578383	1.53	3745.18	4131.18
94578410	1.55	4499.25	 
94578421	1.51	5324.08	 
94578490	1.58	7688.24	 
94578527	1.51	7936.42	9057.92
94578587	1.53	4769.84	5285.39
94578643	1.59	5476.33	 
94578780	1.53	1315.97	1475.73
94578804	1.56	4717.93	5204.19
94578874	1.6	14941.07	16101.63
94578881	1.53	1705.69	 
94578890	1.58	7688.24	 
94578891	1.58	4190.87	4783.09
94578899	1.58	3798.94	4187.29
94578910	1.55	4456.57	4601.11
94578921	1.51	6537.43	7331.07
94578943	1.59	6803.27	7331.72
94578966	1.54	791.22	904.61
94578984	1.53	1417.29	 
94579174	1.1	11025.11	12583.09
94579176	1.1	9008.39	9400.17
94579179	1.1	11025.11	12583.09
94579231	1.07	3785.72	4089.85
94579232	1.07	3955.55	 
94579262	1.04	2649.53	 
94579290	1.08	5070.26	 
94579291	1.08	3951.79	4269.47
94579292	1.08	4302.23	4742.02
94579294	1.08	3639.95	3849.18
94579295	1.08	5070.26	5234.69
94579296	1.08	3835.74	4102.73
94579375	1.1	9615.53	10333.6
94579941	1.09	2599.41	2712.46
94579944	1.09	2763.66	3026.94
94579945	1.09	3292.19	 
94579946	1.09	3449.08	3758.32
94579962	1.04	2729.69	2949.12
94579997	1.08	4046.36	4409.16
94579998	1.08	5070.26	 
94590253	1.42	4465.23	4659.42
94590955	1.42	4844.84	5221.16
94593905	1.86	4052.41	4466.67
94614472	3.7	3755.1	 
94614679	3.7	5829.67	6653.47
94614976	3.7	5829.67	6653.47
94619063	3.04	6336.31	6939.93
94619167	3.04	6616.86	7077.43
94619262	3.04	6616.86	7077.43
94619266	3.04	10016.06	 
94619369	3.04	6336.31	6939.93
94619466	3.04	6176.78	7049.63
94619467	3.04	6616.86	7077.43
94619469	3.04	6793.69	7301.03
94619867	3.04	4160.58	4585.89
94619869	3.04	6336.31	6939.93
94619963	3.04	6176.78	7049.63
94619964	3.04	7241.69	7804.2
94636354	3.72	5206.81	5408.83
94676322	3.71	708.47	781.07
94676422	3.71	4481.38	4908.29
94676623	3.71	551.76	608.62
94676728	3.71	6619.78	7325.17
94676929	3.71	4307.68	4629.37
94678273	3.6	6060.04	6323.6
94678379	3.6	5546.82	6075.22
94710033	2.47	6987.61	7389.28
94710139	2.47	5727.77	6188.22
94710238	2.47	7781.25	8478.92
94710239	2.47	5727.77	6188.22
94710376	2.5	7098.41	7669.05
94710389	2.43	4190.82	4540.68
94710390	2.48	5075.79	5483.83
94710392	2.48	5260.75	5626.94
94710450	2.42	6139.35	6545.09
94710871	2.5	10046.23	10946.98
94710883	2.43	7305.12	7892.38
94710937	2.47	5727.77	6188.22
94710974	2.5	1175.43	1235.68
94710989	2.43	6912.74	 
94710994	2.48	5660.74	5986.13
94710998	2.48	5075.79	5483.83
94710999	2.48	5660.74	5986.13
94711176	2.4	1246.85	1310.76
94711177	2.4	8041	8761.97
94711266	2.34	3927.32	4203.55
94711862	2.34	4228.42	 
94711973	2.4	1788.7	 
94711974	2.4	3861.15	4129.92
94712047	2.19	6980.97	7542.17
94712211	2.15	6724.27	7110.8
94712218	2.15	6724.27	7110.8
94712341	2.19	12199.3	13293.1
94712396	2.18	3048.41	3293.47
94712917	2.15	6724.27	7110.8
94712942	2.19	8133.68	8601.22
94712975	2.2	1450.25	1624.05
94712990	2.18	3550.66	3797.81
94712991	2.18	4159.25	4398.33
94712998	2.18	3048.41	3293.47
94713301	2.86	659.3	 
94713603	2.86	3616.79	3939.3
94713936	2.87	4872.67	 
94714020	2.61	6126.44	6618.94
94714022	2.61	8326.55	9073.11
94714085	2.63	6483.27	 
94714088	2.63	5807.25	6274.09
94714117	2.65	11979.4	13415.05
94714180	2.63	6483.27	6855.95
94714231	2.67	6778.59	7126.07
94714237	2.67	3897.2	4244.72
94714242	2.69	6300.24	6865.13
94714244	2.69	3945.46	4220.08
94714245	2.69	5010.75	5413.57
94714310	2.65	17564.05	18464.4
94714394	2.68	7112.41	7684.17
94714398	2.68	9128.91	9947.42
94714681	2.63	6483.27	6855.95
94714934	2.67	9983.06	10878.15
94714990	2.68	9128.91	 
94715025	2.21	4144.66	4490.67
94715123	2.21	4144.66	4490.67
